facilities = 60 objectives = 2 max_distances = 100 max flows = 100 correlation = 0.300000 seed = 13709198
 0 88 70 81 67 89  8 67 87 27  3 99 67 75 49 23 16 54  5 55 36 52 62 32 48 41 53 42 46 36 21 33 69 18 74 93 72 78 93  6 50 44 56 82 37 53 83 46 34 68 15 92 15 75 86 79  2 42 45 69 
88  0 36 31 79 30 67 55 63 17 67 28 11 59 56 40 40 21 100 44 99 37 48 13 43  8 42 32 54 51 34 90 56  2 26 30 83 99 73 19 57 68 17 95 27 85 73 69 74 28 74 75 97 53 57 69 42 100 90 67 
70 36  0 91 28 17 78 73 69 87 95 52 26 11 48 58 19 100  2 75 26 32 77 86 95 56 62 36 42 80 57 85 55  5 82 34 98 52  1 71 12 98  4 85 11 63 54 57 19 83 39 20 53 44 39 58 53 32 61 10 
81 31 91  0 56  9 84 22 82 13 82 29  2 95  7 20  9 75 25 22 35 74 94  5 90  6 55 80  7 67 27 63  7  9 79 61 82 14 77  2 64 37 60 64 57 100 94 95  1 67 77 83 41 28 93 73 47 62 79 81 
67 79 28 56  0  2 85  2 75 60 67  7 29 42 79 59 88 92 23 55  6 42 65 14 92 28  9  3 71 34 73 13 95 72 44 78 78 81 98 68  1  7 68 76 22 64 57 87 94 55 52 72 68 30 82 65 28 32  3  8 
89 30 17  9  2  0 99 91 62 66 99 52 45 36 23  2 60 77 50 23 49 32 95 77  1 35 25 22 38 35 78 28 90 93 71 67 85 46 49 39 68 25 62 59 42 51 79 17 48 76 22 60 53 59 22 43 23 71 94  2 
 8 67 78 84 85 99  0 89 32 29 64 41 20 65 63 67 47 72 49 66 11  7 67 76 100 99 28 34 94 96 51 30 81  7 50 30 31 16 53 29 37  9 60 13 73 86 78 30 44 87 63  9 81 100  9 69 42 36 12 13 
67 55 73 22  2 91 89  0 89 18 12 18 13 96 43 46 14 96 90 97 46 38 38 66  3 84 16 35 98 55 30  6 10 49 38 76 71 20 80 31 95  4 15 61  7 55 37 76 33 94 37 35  9 48 15 34 19 98 25 94 
87 63 69 82 75 62 32 89  0 14  5 45 39 54 63 80 52 16 32 32  1 54 17 61 92 22 88 79 66 12 80 73 95 100 82 49 34 28 89 33 62 23 45 22 99 82 23 30 10 92 91 20  8  1  7 22  9 28 54 91 
27 17 87 13 60 66 29 18 14  0 48 76 87 45 33 91 17 88 10 16 52  7 40 76 44 15 22  8 98 79 56  8 12 31 98 44  2 31 58 20 44 41 54 94 10 44 56 73 70 87  7 59 39 76 31 52 61 17 37 69 
 3 67 95 82 67 99 64 12  5 48  0 46 99 61 33 32 97 39 84 16 87 54 24 97 46 48 42  1 39  5 60 99 13 85 23 91 43 52  4 40 66 10 72 17 76 43 88 50 94 87  3 15 89 41 47 80 23 38 76 62 
99 28 52 29  7 52 41 18 45 76 46  0 12 58  6 48 15 33 12 31 43 12 92 84 88 27 56 71 85 57 48 95 79 35 97 80 21 47 21 60 95 20 21 59 65 62 100 31 35 71  7 86 33 25 35 78 91 13  1 66 
67 11 26  2 29 45 20 13 39 87 99 12  0 58 75 12 32 14 12 50 64 30 17 86 77 35 93 54 86 60 25 75  5 82 32 69 26 20 25 60 25 26 64 29 36 75 72 60 18  2 21 88 55 82 14 25 85 56 33 43 
75 59 11 95 42 36 65 96 54 45 61 58 58  0 75 30 38 41 79 75 92 31 62 92 74  6 100 97 22 18 11 39 67 25 88 38 31 35 70  2 29 95 75 32 17 85 19 53 24  9 11 76 14  2 60 100 19 57 56 69 
49 56 48  7 79 23 63 43 63 33 33  6 75 75  0 85 56 14  8 45  6 73  2 12 71 15 57 67 11 74 45 13 32 54 74 65 57 10 89 20 56 73 29 97 47 30 47 82 40 99 93 41 16 11 94 65  2 60 56 88 
23 40 58 20 59  2 67 46 80 91 32 48 12 30 85  0 47 15  5 33  2 20 86 27 27 97 40 24 41 55  3 74 14 46 81 74 44 18 44 75 84 39 68 94 90 64  2 18 17 40 75  5 15 85 64  4 92  9 68 59 
16 40 19  9 88 60 47 14 52 17 97 15 32 38 56 47  0 72 83 42 69 58 30 67 53 82 10 99 70  1 95 96 62 88 62 88 27 26  1 37 53 66 54 44 82 17 72 30 92 96 89 35 78  1 41 11 75 40 97 38 
54 21 100 75 92 77 72 96 16 88 39 33 14 41 14 15 72  0 31 86 73 47 81 90 94 68 20 76 76 54 97 52 32 77 12 41 67 39  7  4 47 51  9 34 20 79 52 61 90 54 90 38  4 45 31 56  7 63 54 28 
 5 100  2 25 23 50 49 90 32 10 84 12 12 79  8  5 83 31  0 70 27 81 40 46 14 55 52 30  7 82  7 88 62  7 83 31 41 35 52 85 72 37 53 78 99 84 55 46 90 91 65 22 55 45 37 47 72 25 91 35 
55 44 75 22 55 23 66 97 32 16 16 31 50 75 45 33 42 86 70  0 39 15 23  7 52 52 24 56 29 92  3 33 82 55 23 91  8 76 65 17 58 18 31 29 67 31  1 32 23 66  4 68  3  5 58  1 100 63 34 49 
36 99 26 35  6 49 11 46  1 52 87 43 64 92  6  2 69 73 27 39  0 80 80 81 61 97 25  1 36 67 88 91 77 88 49 54 62 24 11 29 33 89 61 84 99 51 83 16 50 55 100 77 64 50 42  8 97 86 75 80 
52 37 32 74 42 32  7 38 54  7 54 12 30 31 73 20 58 47 81 15 80  0 97 13 37 36 54 18 67 66 70 78 100 38 81 12 95 52 47 49 32 84 45 80 83 60 57 68 35 27  2 51 67 60 82  4 24 43 57 60 
62 48 77 94 65 95 67 38 17 40 24 92 17 62  2 86 30 81 40 23 80 97  0 55 62 30 42 75 75  7 89  3 56 95 20  2 68 82 47 14 89 59 34 82  6 88  2 82 82 54 74 100 41 37 24 60 17  7 77 22 
32 13 86  5 14 77 76 66 61 76 97 84 86 92 12 27 67 90 46  7 81 13 55  0 55 28 74 49 55  4 21  5 59 18 88 20 27  3 19 10 54  7 15 78 33 64 36 43 72 94 88  3 54 33  1 12  3 77 32 40 
48 43 95 90 92  1 100  3 92 44 46 88 77 74 71 27 53 94 14 52 61 37 62 55  0 50 91 93 13 60 79  5 86 96 61 25 51 41  4 77 41  2 100 21 14 33 49 42 89 23  5 51 100 66 75 18 54 20 90 80 
41  8 56  6 28 35 99 84 22 15 48 27 35  6 15 97 82 68 55 52 97 36 30 28 50  0 52 90 88 93 15 30 93 87 64 79 57 14 66 62  8 58 82 45 94  5 72 70  4 39 30 70 70 14  9 12 40 11 85 70 
53 42 62 55  9 25 28 16 88 22 42 56 93 100 57 40 10 20 52 24 25 54 42 74 91 52  0 53 55 41  9 32  4 50 35 54  2 97 95 91 49 85 16  8 11  2 69 47 14 88 92 33 86 68 15 31 100  4 64 22 
42 32 36 80  3 22 34 35 79  8  1 71 54 97 67 24 99 76 30 56  1 18 75 49 93 90 53  0 97 20 38 44 10 44 90 44  7 62 75 39 86 51  6 84 89 24 18  5 82 21 52  6 86 59 73 64 91 62 97 38 
46 54 42  7 71 38 94 98 66 98 39 85 86 22 11 41 70 76  7 29 36 67 75 55 13 88 55 97  0 96 70 22 89 92 77  9 99 52 55  2 70 56 96 38 55 82 15 62 49 96 71 55 63 69 91 17 63 66  4 75 
36 51 80 67 34 35 96 55 12 79  5 57 60 18 74 55  1 54 82 92 67 66  7  4 60 93 41 20 96  0 54 67 11 51 37 53  2 90 79 67 47 16  1 85 43 81 48  6 66 72 81  6 92 94 20 22 16 92 33 51 
21 34 57 27 73 78 51 30 80 56 60 48 25 11 45  3 95 97  7  3 88 70 89 21 79 15  9 38 70 54  0 27 31 71  2 33 69 88 55 94  5 72 22 52  7 12 91  9 76 98 100 66 21 27 96 47 51 55 78 88 
33 90 85 63 13 28 30  6 73  8 99 95 75 39 13 74 96 52 88 33 91 78  3  5  5 30 32 44 22 67 27  0 64  4 14 38 20 25 56 28 100 75 81 77 90 70 100 23 51 93 44 35  2 26 17 91 75 97 48 89 
69 56 55  7 95 90 81 10 95 12 13 79  5 67 32 14 62 32 62 82 77 100 56 59 86 93  4 10 89 11 31 64  0 19  3 33 93 44 99 40  1 47 36 48 42 61 59 49 19 96 44 20 63 27 86 40 15 50 79  9 
18  2  5  9 72 93  7 49 100 31 85 35 82 25 54 46 88 77  7 55 88 38 95 18 96 87 50 44 92 51 71  4 19  0 39 83 36  1 38 10 78 68 48 28 48 21 94 40 25 48 85 85 99 52 63 97 22 34 93 57 
74 26 82 79 44 71 50 38 82 98 23 97 32 88 74 81 62 12 83 23 49 81 20 88 61 64 35 90 77 37  2 14  3 39  0 100 45 95 34 67 23 100 82 63 51 33 100 16 81 87  6 50 85 41 84 44 35 71 92 22 
93 30 34 61 78 67 30 76 49 44 91 80 69 38 65 74 88 41 31 91 54 12  2 20 25 79 54 44  9 53 33 38 33 83 100  0 55 51  2 91 84 25 13  2 19 25 94 20 60 93 56 81 17 63 19 86 94 95 21 89 
72 83 98 82 78 85 31 71 34  2 43 21 26 31 57 44 27 67 41  8 62 95 68 27 51 57  2  7 99  2 69 20 93 36 45 55  0 45 51  3 51 19 71 40 75 57 88 62 32 56 30 26 65 23 38 60 33 12  3 30 
78 99 52 14 81 46 16 20 28 31 52 47 20 35 10 18 26 39 35 76 24 52 82  3 41 14 97 62 52 90 88 25 44  1 95 51 45  0 43  8  8 59 90 94 10 85 78 64  4  8 72 10 36 43 71 65 66  5 98  9 
93 73  1 77 98 49 53 80 89 58  4 21 25 70 89 44  1  7 52 65 11 47 47 19  4 66 95 75 55 79 55 56 99 38 34  2 51 43  0 32 72 67 52 12 74 57 40 49 38 55  2 15 86 25 43 99 77 48 75 88 
 6 19 71  2 68 39 29 31 33 20 40 60 60  2 20 75 37  4 85 17 29 49 14 10 77 62 91 39  2 67 94 28 40 10 67 91  3  8 32  0 85 66 52 58 74  7 83 46 94 74 84 30 23 97 19 96 82 86 58 73 
50 57 12 64  1 68 37 95 62 44 66 95 25 29 56 84 53 47 72 58 33 32 89 54 41  8 49 86 70 47  5 100  1 78 23 84 51  8 72 85  0 72 46 31 14 40 36 78 91 77 90 80 99 11 61 44 75 53 67 11 
44 68 98 37  7 25  9  4 23 41 10 20 26 95 73 39 66 51 37 18 89 84 59  7  2 58 85 51 56 16 72 75 47 68 100 25 19 59 67 66 72  0 33  5 97 19 36 34 27  9  3 75 10 45 81 95 58  9 35 23 
