facilities = 60 objectives = 2 max_distances = 100 max flows = 100 correlation = 0.800000 seed = 13709202
 0 60 27 44 26 11 92 98 94 33 79 34 45 84 64 17 24 50 95  6 84  1 97  8 73 92 78 40 14 37 54  9 56 24 100 66 67 55 64 98 59 20 54 56 75 72 96 41 93 74 14 26 84 40 44  9 18 41 71 36 
60  0 93 70 15 93 47 20 74 64 84 13 49 66 66 78 92 85  2 53 59  8 30 62 48 95 34 66 14 92 58 16 61 44 87 52 21 73 42 96 67 44 26 16 15 46  6 14 56 41 59 77 24 53 88 16 39 73 94 47 
27 93  0 37  7 78 82 40 89 15 46 38 88  8 24 41 37 35 89 32 40  5  7 25 94 88  1 63 20 40 68 10  6 29 28 85 13 46 95 86 80 84 63 76 30 27 83 76 11 83 25  4 67 84 95 36 45 47 41 20 
44 70 37  0 74 44 97  7  1 70 93 78 28 61 83 39 38 71 31 61 87 27 59 56 95 37 14 74 77 30 81 93 63 53 17 47 39 79 65 58 48 25 99 20 75 42 27 84 83 10 95 12 49 58 57 20  4  5 53  7 
26 15  7 74  0 56 35 94 74 65 58 19 14 29 33 42  8 95 54 12 50 87 44 18  4 38 68  8 62 52 95 58 70  7 59  5  5 96 18 24 38 32 23 69 78 75  8 22 69 20 86 49 91 72 58 58 17 44 98 58 
11 93 78 44 56  0 26 60 87 51 100 84 87 18 47 54 67 100 92 72 50 71 60 77 15 19 47  1  9 19 54 30  3 72 56 83  6 20 20 33 92 95 33 21 16 30 20 63 68 67 56 13 15 70 34 29 86 68 71 93 
92 47 82 97 35 26  0 46 83 77 35 57 14  8 25 16 90 20 33 80 97 72 83 78 37 38 32 73 24 18 54 93 75 51 69 71 88 59 81 49 17 80 82 26 68 82 98 54 35 58 54  9 56 30 95 45 74 84 48 89 
98 20 40  7 94 60 46  0 93 49  7 40 42 33 19 58 70  2 93 14 96 41  5 99  5  2 85 14 37 85 34 83 95 26 17 79 24 66 14 90 80  1 42 100 42 41 97 25  2  2 25 11 98  7 88 45 52 61 62 63 
94 74 89  1 74 87 83 93  0  7 67 72 99 23 17 56  5 22 65 72 57  5 65 52  2 92 98 72 74  7 42 64 36 45 18 98 69  9  9 58 22 19 47  3 61 18 77 10 45 20 91 95 47 49 25 51 29 64 56 14 
33 64 15 70 65 51 77 49  7  0  6 50 49 83 16 58 51 58 74  7 34 87 59 99 65 37  5 52 12  3 29  3 28 26 25 43 77 93 77 63 65 80 94 95 21 86 11 24 59 31 39 96 34 20 27 33 33 75 30 29 
79 84 46 93 58 100 35  7 67  6  0 74 15 51 69  8 84 85 53 44 24 18 75 73 34 55 66 81 78  4 89 26 23  3 92 67 36 69 92 93 49 48 79 47 52 31 64 90 15 15  1 58 37 95 59 84 56 82 15  3 
34 13 38 78 19 84 57 40 72 50 74  0 45 99 59 22 76 34 10 20 63 10 46 30 48 72 67 73 50  8 24 31 54 100 47 15  6 36 73 97 11 53 26 40 83 63 93 64 12  2 41 57 87 25 17  8  1 94 57 38 
45 49 88 28 14 87 14 42 99 49 15 45  0 23 34 71 66 52  3 87 61 65 17 24 62 10 73 37 81 43 86 92 49 19 15 17  8 28  6 16 62 25 36 33 21 48 19 84 83 27 54 72 21 87 64  9 25 22 28 79 
84 66  8 61 29 18  8 33 23 83 51 99 23  0 100 83 54 41 27 12 17 52 61 61 86 99 97 49  1 16 65 83 85 46 82 77  8 75  5 23 41 40 61 13 94 17 43 33 23 27 44 72 50 11 78 88 81 72 53 34 
