facilities = 100 objectives = 2 max_distances = 100 max flows = 100 correlation = -0.500000 seed = 1137708853
 0 93 51 86 56  7 13 11 17 16 46 53  7 48 92 65 69 96 46 71  1 39 40 48 64 49 72 38 19 48 84  9 65 53 24 64 87 55  5 39 73 53 15 79 28 52 94 59 75 65 42 57 72 18  2 12 36 49 43 32 20 31 42 69 13 73 57 79  8  9 78 73 19 70 39 16 12 39 98 59 30 93 70 33 39 33 83  8 32 96 87 57 70 94 70 62 66 63 49 57 
93  0 58 63  8 45 54 83 77 60  4 22 69 74 33 27 86 40 66 41 41 27 17 86 87 49 42 13 83 37 47 81 46 27 47 59 62 29 84 14 55 21 37 64 62 71 11 16 59 20  8 41 21 95 49 19 76 63 77 89 70 57  3 60 44 26 35 45 19  7 15 11 67 31 12 69 84 56 19 33 95 19 69 83 28 68 46 15 97 23 13  9 100 66 78 31 41 54  5 93 
51 58  0 65 98 37 85 70 43  6 81  6 50 11 24 65 11  1 98 96 20 40 81 81 57 50 75 62 52 69 29 18 79 46 79 87 66 98 21 43  5 32 72 23 70  1  9 75 100 16 14 16 25 86 35 74 55 85 36 88 26 51 67 74 95 68 53 37 85 73  8 53 10 52 65 75 55 28 90 77 26 14 57 92 45 94 51 61 18 46 83 10 59 11 78 21 22 90 36 26 
86 63 65  0 86 38 82 19 78 71 27 47 30 98  3 100 38 97 65 74 40 18 79 51  7 32 23 43 94  4 39 73 37  4 50 21 54 26 14 71 22 72 29  9 17 16 98 55  1 25 56 74 83 32 21 54 66 92 14 69  7 38 10 32 23 65 78 84  9 90 57 87 32 21 99 56 48 65 83 55 43 64 65 42 75 37  7 55 82  3 62 97 11 95 83 85 35 10 12 84 
56  8 98 86  0 83 51 64 41 80 56 73 29 56 47 35 44 10 47 40 79 31 65 93 22 82 29  3 12 21 34 25 39 34 83 20 86 90 73 31 94 33 41 91 60 98  1 24  1 52 21 66 43 47 11 95  1 83 84  7 90 76 71 73 87 63 11 59 37 84 99 18  5 93 21 60 13 38 87 73 20 14 30 62 33 54 32 67 31 85 81 34 41 22 14 39 53 27 70 41 
 7 45 37 38 83  0 76 31 23 98 82 70 53 84 15 91 35 41 75 86 80 73  5 12 53 90 83 100 49 15 96 51 87 85 64 22 64 54 59 59  2 56 56 97 80 24 33 41 15 62 47 24 59 14 82 14 35 73 44 60 41 55 81  5 10  6 45 13 64 97 95  4 49 84 35  3  1 34 45  9 73 42 40 55 75 79 33 18 79 41 82 48 38 20 24 74 18 85 79 96 
13 54 85 82 51 76  0 66 34 38  3 78 59 76  7 27 17 79 45 77 60 86 28 18 52 81 41 53 90 25 56 23 14 86 62 30 62 88 15 31 96 12 71 46 96 51 17 98 82 37 70 20 15 83 99 80 82  9 10 93 50 42 96 44 72 33  4 80 72 62 87 68 92 58 78 24 24  4 49 47 17 73 65  5 93 99 26 56 33 18 99  1 63 23 28 18 14 47 25 84 
11 83 70 19 64 31 66  0 56  3 64 93 76 69 22  1 62 78 91 45 48 100 72  8 35 47 23 12 91 56 90 55 37 98 70 44 70 91 70 45 12 13  8 27 88  3 87 17 22 12 50 52  5 20 95 88 84  9 83 98 70 69  6 96 100  7 95 70 80 75 42 74 97 13 75 85 36  8 24 23 36 82 31 10 91 62 41 38 75 61 100 74 71 87 98 98 73 31  9 61 
17 77 43 78 41 23 34 56  0 33 28 94 45 30 81 100 76 88 92 47 89 97 28 11  7 61 91 62 59 43 55 18 49  7 54 88 96 75 37 25 24  8 13 54 59 60 44 85 62 36 55 56 16 58 68 55 100 43 96 24 32 43 100 37 20 52 82 77 71 30 54 41 15 19 87 85 15 32 89 55 92 86 41 57 25 93  9 76 77 54 62 80 14 58 23 77 88 72 68 17 
16 60  6 71 80 98 38  3 33  0 75 72 96 36 80 36 24 100 77 82 13 16 17 39 82 16 85 58 81  7 37 27 44  8 97 91 16  9 38 76 96 83 66 67 34 79 89 40 55 17 12 51 54 17 78 64 25 38 59 29 83 95 24  1 38 91 61 87 48 33 29 23 94 58 92 34 39 59 93 32 26 93 95 16 82 15 44 19 82 48 29 92 10 94 54 45 66 57 86 46 
