facilities = 60 objectives = 2 max_distances = 100 max flows = 100 correlation = 0.000000 seed = 13709196
 0 76 27 54 24 69 11 12 85 93 90 10 21 24 29 24 48  5 41 96 61 10 56 86 10 100 65 92 35 86 66 54 21 50  4 64  7 82 32 57 16 14 57  3 14 17 30 47 74 67 48 19 21 31 93 24 99 59 90 91 
76  0 10 74 90 86 37 11 28 42 98 63  5 92 21 100 82 44 100 92 73  8 84 38 59 27 94 43 77 94 97 36 55 28 33 27 26 53 11 23  6 72 49  8 79 41 51 95 61 76 76 91 10 20 19 95 25 71  5 37 
27 10  0 100 65 90 44 62 50 99 37 21 15 45 36 78 83 61 70 32 73 20  6 13 62 51  5 98 46 70 89 31 30 34 57 92 96 19 85  2 18 33 28 20 91 19 49 70 87 50 41 55 84  4 47 12 87 80 65 41 
54 74 100  0 54 70 16  8 96 20 80 21 97 83 45 50 38 43 24 66 10 99 66 29 90  1 45 97 29 24  2  7 81 52 40 14 23 70 13 26 50 56 87  4 71 43 88 31  4 93 24 95  6 23 49 32 71 88 83 94 
24 90 65 54  0 43 77 70 58  9  2 38 65 27  4 95  1 25 17 79 66 18 85 96 57 10 33 68 90 31 19 22 16 17 74 41 57 96 78 76 45 70 42 94 79 12 66 98 31 45 63  9 64 73 52 83 79 30 21 66 
69 86 90 70 43  0 94 46 24 52 32 30 38 39 70 43 42 57 26 81 99 42 18 61 65 54 54 59 26 37 98 44 54 30 40 64 82 34 37 73 30 63 17 99 30 71  6  9 12 11 16 51 42  7 87 79 96 88 31 21 
11 37 44 16 77 94  0 30 57  4 18 22 71 25 35 92 74 47 69 80 97 80 98 92 60 43 94 77  6 25 34  3 15 66 46 57 22 58 15  9 91 64 73 11 58 86 91 76 46 92 31 42 18 28 29  6 53 45 72 51 
12 11 62  8 70 46 30  0 22 13 46 14 92 73 64 44 22 28 56 44 54 21 26 44 70 31  4 39 58 83 46 77 63 69 25 76 46 62 41  4 64 71 60 38 34 24 27 34  4 93  6 56 27 22 52 66 80 71 52 66 
85 28 50 96 58 24 57 22  0 82 44 41 63 59 87 84 26 82 77  8  8 46 26 96 57 61 37 97 48 30 20 25  4 26 43 25 29 97  2 12 35 91 45 92  5 43 30 100  4 54 57 91 51 43 38 17 22 72 70  3 
93 42 99 20  9 52  4 13 82  0 22 64 76 72 35 63 28 10 33 100  5 10 87 39 40 78 42 67 96 75 61 42 75 48 60 61 40 54 55 63 24  1 81 44 74 20 97 82 89 64 85 53 40 52 82 71 49 57 55 59 
