facilities = 100 objectives = 2 max_distances = 100 max flows = 100 correlation = 0.000000 seed = 1137708833
 0 94 24 24 76 63 22 22 40 67 46 64 51 57 43 57 43 37 85  2 88 59 59 46 68 17 66  8 25 15 89 82 86 17 81  2  4 51 47 70 64 25 21 96 66 98 64 57 84 14  7 32 76 59 61 63  5 20 73 49 50 72 13 35 22 54 79 69  4 31 27  9 26 78 69 24 13 50 82 49  6 37 95 87 61 98 81 32 80 48 17 76 36 16 34 22 25 86 19 57 
94  0 68 28 55 69 53 55 100 48  1 71 87 32 18 83 36 14 12 91 61 68  3 19 70 54 95 21 88 28 24 67 30 59 35 47 22 61 62 59 34 99 36 16 15 75  6 13  8 29 80 50 28 22 83  4 83 38 98 91 25 53 58 68 56 16 14 98 58 52 53 21 85 53  9 45 88  4  4 71 94 86 89 75 53  6 81  7 66  7 23 22 20 48 23 73 53 98 74 88 
24 68  0 11 30 71 13 33 39 31 26  3 13 44 96 90 49 77 94 98 75 81 53 50 38 92 50 86  7 76 80 10 90 24 82 41  7 60 58 69 18 73 63 86 75 99  9 86 58  3 52  6  5 66 24 43 49 10 19 45 29 20 76 21 93 96 74 12 46  4 100 54 35 18  3 64  8  1 16 98 52 90 84 12 48 72 43  3 25 93 40 11 43 76 58 89 24  9 97 93 
24 28 11  0 27 63 87 81 97  4 27 79  9  5  6  7 78  5 96 63 52  5 98 50 12 34 77 19 75 34 100 49 91  9  3  4 23 92 15 51 94  3 77 51  9 28 55 51 74 71 99 53 91 77 21 52 77  3 37 84 57 35 60 11 57 34 97 92  8 33 82 61 34 39  3 27 92 83 75 77 35 73 88  3 51 71 80 95 72 89 39 81 53 29 31 86 77 11 41  3 
76 55 30 27  0 100 88 63 17  4 25 68 32 97 60 49 58 40 68 16 52 83 37 100 33 73 26 78 24 97 57 63 27 89 20 78 82  1 32 14 40 45 59 10 92 42 37 78 12 100 88 62 94 70 71 14 72 20 70 88 19 71 55 38 41 83  9 96 24 94 67 28 84 10  7 53  9 22 59 28 21 71 17 21 75  9 26 36 84 96 14 41 47 55 47 57 47 51 46  8 
63 69 71 63 100  0 18 14 18 24 39 84 28 25 48 70 42 21 59 85 70 59 29 24 93 32 30  7 14 91 10 76 20 45 28  1 26 20 27 42 96  9 10 11 42 50 46 91  8 28 73 34 90 72 41 72 18 24 58 97 46 40 12 67 28 96 73 79 94 70 36  8 18 56 92 32 29 43  2 96 48 92  8 54 37 76 53 94 91 43 62 24 26 95 52 15 58  9 26 34 
22 53 13 87 88 18  0  8 48 80 21 15 76 76 58 81 93 52 33 92 27 21 54 27 81 42 77 18 43 57 100 34 81 87  3 76 99 24 35 10 100 84 88 96 85 26  5 37  8 17 12 35 98 55 100 19 80 27 85 39 89 93 86 94 54 73 10 99 27 29 37 27 80  6 46 79 31 65 10 57 28 93 73  6 82 90 33 73 99 18 49 97 46 38 57 20  5 65 42 87 
22 55 33 81 63 14  8  0 18 50 48 97 32 16 31 61 62 16 34 58 53 30 77  4 31 92  3 46 66 86 50 16  4 56 25 35 99 77 84 13 35  8 92 83 56 13 71 68 53 92 80 88 12 82 49 37 21 83 86 39 25 27 86 54 45 83 54 73  5 63 96 12 79 69 44 70 40 89 71 12  3 74 16 46  2 42 83 40 81 20  6 34 77 14 30 41 93 70 30 36 
40 100 39 97 17 18 48 18  0  3 32 84 75 14 14  5 51  9 92 42  8 50 62  3 95 91 41 18 10 72 43 23 63 13 73 40 26 40 97 49 13 61 14 81 54 74 53 53 94 27 39 81 99 58 70 21 45 25 47 24 47 16 72 81 66 66 74 82 45 37 50 70 26 69 72 97 60 33 75 62 55  5 100 80 78 62 55 56 87 28 70 100 79 91 19 74 98 18 87  6 
67 48 31  4  4 24 80 50  3  0 83 47 63 70 40 25 26 38 88 32 60 80  3 60  7 94 89 44  1  2 46 80  7  2 31  5 14 100  7 70  8 96 81 82 39 65 11 32 78 53 55 74 23 21 94 45 52 39 24 60 63 69 13 39 74 89 54 91 84 55 46 97  7 24  7 19 67 78 23 12  5  7 17 68 57 70 51  4 10 91 53 66 16 45 27 92  4 90 33 98 
46  1 26 27 25 39 21 48 32 83  0 45 65 36 15 23 31 14 99 41  3 54 67 27 71 91 71 43 42 15 34 11  7 94 60 28 24  9 59 65 99 25 13 11  2 31 19 12 38 29 83 34 85 55 89 82 60 71 94  2 10 81 49 59 94 22 71 85 54 10 35 56 79 72 21 38 95 42 25 28 36 27 51 14 24 48 75 100 94 32  6 19 26 33 21 71 25 63 39 68 
64 71  3 79 68 84 15 97 84 47 45  0  6 44 11 94 39 12 64 68 70 76 70 100 43 48 41 71 51 21 29  6 20 51 100  6 58 74 16 73 22 35 53 67 44 97 80 85  5 95 39 78 45 83 40  9 13 16 84 92 87 54 34 56 100 65 37 56 54 12 83 11 31 84 10 85 78 46 74  6  8 52 29 71  3  2 39 53 66 80 10 29 14 93 93 35 39 86 66 60 
51 87 13  9 32 28 76 32 75 63 65  6  0 21 26 19 60 22  4 70 15 92 85 86 74 85 13 97  6 90 61 11 58 54 84 99 15 78 35 47 84 80 28 78 95 84 96 12 50 30 93 59 92 74 65  6 51 69 71 22 55 91 53 34 95 35 65 90 71 38  7 25 50 58 36 26 85 28  7 20 21 94 35 21 59 76 94 53 40 63 27  7 41 34 15 56 88 27 37 53 
57 32 44  5 97 25 76 16 14 70 36 44 21  0 61 27 21  9 21 95 64 77  6 85 99 77 93 94 56 45 43 51 68 96 57 83 43 44 34 33 13 72 32 28 59 54 94 86 76 80 59 81 54 100 18  5 26 38 53 79 33 92 76 41 95 82 73 93 50 17 22 98 90 91  3 55 41 85 26 84 79 21 70 37 59 90 80 45 56 59  6 46 72 56 60 39 33  5 14 39 
43 18 96  6 60 48 58 31 14 40 15 11 26 61  0 42  4 37 35 21 76 22 67 42 97 83 92  9 50 97 10 74 47 23 49 64 95 95 52  7 37 49 23  1 84 85 64 17 74 82 42 85 58 11 100 52 64 41 64 42 84 90  8 25 29 16 10 92 49 89 58 10 64 49 28 46 64  6 45 76 88 72 11 50  8 77 14 94  3  1 56  2 38  5 29 74  7 57 23 47 
57 83 90  7 49 70 81 61  5 25 23 94 19 27 42  0 84 55 62 76 67 35  5  3 70 71 45 45 43 65 70  8 13 49 65 34 49  5 31 27 44 72 32 34 73 51 90 25 21 88 58  8 62 95 13 33 85 39 49 47 39  4 55 69 54  6 10 54 74 87 14 33 23 85  3 94 90 23 78 52 30 77  5 86  5 76 94 86 52 42 15  9 90 97 63 58 23 89 40 100 
43 36 49 78 58 42 93 62 51 26 31 39 60 21  4 84  0 63 87 52 29 100 80  5 78 44 77 10 37 64 70  4 44 36 26 78 51 83 49 52  5 63 25 57 17 92 12 41 98 42 72 20 43 69 79 52  6 54 29 74 40 60 12 60 68 81  1 11 25 25 31 20 60 32  5 72 23 74 11 37 82 60 85 65 48 95 23 88 33 12 86 47 42 97 73  7 76 66 77 40 
37 14 77  5 40 21 52 16  9 38 14 12 22  9 37 55 63  0 91 81 33 40 53 15 56 73 45 73 26 42 65 93 52 40 67 97 25 48 33 84 77 36 80 97 62 46 75 60 48 66 58 92 33 29 95 15 46 95 28 78 30 49 84 38 91 81 66 14 18 48 49 87  4 90 84 87 34  6 56 76 99 47 19 69  3 73 33 43 87 39 57  8 44  4 78 29 98  7 61 45 
85 12 94 96 68 59 33 34 92 88 99 64  4 21 35 62 87 91  0 81  2 83 30 33 82 27 59 11  7 65 16 17 85 79 67 76 80 12 51  1 29 14 86 17 83 99  6 40 58 65 68 33 82 58 83 29 91 48 36  6 12 49 53 73  5 92  5 80 45 14 100 67 34 55 48 86  1 65 39 65 21 20 88 50 42 51 79 55 74 19 17  2 15 77 84 34 87 77 77 22 
 2 91 98 63 16 85 92 58 42 32 41 68 70 95 21 76 52 81 81  0 66 11 68 97 73 83 42 12 99 78 22 10 56 47 57 89 50 96 75 65 23 89 18 64 65 90 23 80 56 36 29 47 78 30 38 79  7 64 33 43 77 45 12 58 74 71 27 58 53 79 93 13 53 42 21 67 28 51 72 12 82 76 100 47 86 59 16 97 50  5  9 64 24  7 46 37 27 66 31 23 
88 61 75 52 52 70 27 53  8 60  3 70 15 64 76 67 29 33  2 66  0 51 76 48 67 28 48 45 80 56  4 85 43 95 53 63 58 79 10 66 64 96 92 96 21 78 42 36 57  6 39  4  7 51 45 18 100 27 49 63 73 59 67 68 97 29 69  4 12 38 89 19  1 35 62 93 65 85 50 34 95 57 31 91 61 35  9 42  9 29 89  4 59 72 47 13 51 79 83 20 
59 68 81  5 83 59 21 30 50 80 54 76 92 77 22 35 100 40 83 11 51  0 90 95 45 66 82 80 13 18 91 86 38 10 74 77 48 12 98 98 76 19 25 26 55 87 62 16 37 59 18 65 84 50 26 45 37 15 46 87 64 67 29 90 30 76 66 95 39 31 59 41 85 85 39 68 64 33 96 19 14 26 22 68 47 52 22 62 18 83 29 100 28 93 57 65 28 33 86  5 
59  3 53 98 37 29 54 77 62  3 67 70 85  6 67  5 80 53 30 68 76 90  0 37 48 45 61 58  3  2 99 96 65 89 89 74 49 47 43 71 97 65 86 69 91 50 31 19  4 70 73  2 58 61  8 78 54  2 63 79 15 10 12 70 13 82 72  9  2  2 62 47 21 63 34 90 29 98 82 17 40 75 65 78 52 75  8 34 18 43 36 76 80 26 76 96 37 66 87 48 
46 19 50 50 100 24 27  4  3 60 27 100 86 85 42  3  5 15 33 97 48 95 37  0 94 39 66 15 32 75  9 51 16 43 95 49 59 83 79 83 31 18 65 22 16 16 10 47 90 54  9 33 57 100 71 44 36 52 81 67 38 100 66 17 74 24 25 67 92  2 70 66 34 41 86 31  2 13 86 93 18 35 31 64  7 43 91 94 32  3 46 36 31 67 100 97 16 90 31  2 
68 70 38 12 33 93 81 31 95  7 71 43 74 99 97 70 78 56 82 73 67 45 48 94  0 74 18 17 98 42  1 99 81 38 63 50 73 86 30 55 29 62 26  9 24 80 14  1 92 57 93 84 21 15 83 18  9  8 23 36 11 100 37  4 61 78 59  6 33 36 47 97 76  2 69 10 64 96 39 46 71  4  8 81 58 24 54 92 84 74 64  4 49 59 28 65 87 66 39 58 
17 54 92 34 73 32 42 92 91 94 91 48 85 77 83 71 44 73 27 83 28 66 45 39 74  0 91 98 70 47 46 54 53 20 13 75 84 63 32 90 76 84 75 43 12 30 98 53 64 52 30 13 60 13 47  2 81 72 81 98 67 77 79 25 41 35 13 28 12 87 79 38 60 51 85 33 13  6 27 14 63 65  7 63 71 50 83 98 93 86 93 50 49 78 45 51 100 24 14 11 
66 95 50 77 26 30 77  3 41 89 71 41 13 93 92 45 77 45 59 42 48 82 61 66 18 91  0  2 64  7 97 71 37  4  1 81 34 65 73 93 84 59 64 98  4 47 58 92 57  6 14 78  9 25 88 38 95 19 99 68 68  4 53 55  1 43 42 79  9 78 62 33 54 40 47 73 88 61 76 89 86 86 48  2 77 32 82 53  5 86 45 54 38 69 21 12 78 40 12 27 
 8 21 86 19 78  7 18 46 18 44 43 71 97 94  9 45 10 73 11 12 45 80 58 15 17 98  2  0 53 66 10 40 45 18 29 45 38 39 95 36 35 54 64 83  3 60 96 68 44 41 56 21 94 85 61 44 91 39 95 91 89 21 98 59 86 12 15 91 79  8 92  8 58 44 73 18 74 94 13 42 74 87 73 56 31 14 11 40 23 37 58 18 87 50 42 67 19 55 85 23 
25 88  7 75 24 14 43 66 10  1 42 51  6 56 50 43 37 26  7 99 80 13  3 32 98 70 64 53  0 55 64 52 52 89 78 25  9  4 11 71  6 79  2 14 44 55 14 92 67 97 83 98 78 65 41 68 42 43 90 37 86 10  7 85 76 83 29 19 77 44 33 92 41 35 24 69 82 36 33 39 95 12 36 23 10 95 72 45 65 94 23 69 90 44 28 29 69  5 74 97 
15 28 76 34 97 91 57 86 72  2 15 21 90 45 97 65 64 42 65 78 56 18  2 75 42 47  7 66 55  0 67 63 51 78 23 89 100 23 88 12 78 33 23 49 67 25 94 55 21 81 49 82 89 65 76 19 66 10  3 65 34 98 39 70 92 75 97 51 53 91 13 78 47 81 72 47 64 57 13 35 51 71  2 49 13 29 40 41 42 76 49 62 52 80  5 21 56 97 10 53 
89 24 80 100 57 10 100 50 43 46 34 29 61 43 10 70 70 65 16 22  4 91 99  9  1 46 97 10 64 67  0 76 30 34 32 17 66 24 28 56 16 22 77 69  6 17 19 66 50  1 17 77 53 62 15 92  7 42 84 20 22 66 74 13 20 46 61 46 16 17  1 80 80 17 18 92  2 66  2 48 11 26 84 14  1 62 62 51 36 56 71 69  1 90 87 35  9 79 25 87 
82 67 10 49 63 76 34 16 23 80 11  6 11 51 74  8  4 93 17 10 85 86 96 51 99 54 71 40 52 63 76  0 94 27 11 70 41 94 55 20 71 58 39 32 36 23 76 50 64 18 75 74 29 72  4 31 32 17 65 75 24 76 16 38  2  3  3 12 18 25 61 13 11 56 56 35 18 89 81 67 77 11 44 14 42 20 17 60 85 66 40 79 53 55 99 64 58 70 81 71 
86 30 90 91 27 20 81  4 63  7  7 20 58 68 47 13 44 52 85 56 43 38 65 16 81 53 37 45 52 51 30 94  0 87 38 33 73 15 34 60 100 54 58 21 18 95 86 95 97 39 70 48 26 71 92 81 13 37 11 70 10 77 82 45 29 55 75 38 67 58 12 45 21 77 23 93 82 82 46 62 22 90 21  5 91 45 53 58 59 31 78 34 69 21 84 73 99 59 17 70 
17 59 24  9 89 45 87 56 13  2 94 51 54 96 23 49 36 40 79 47 95 10 89 43 38 20  4 18 89 78 34 27 87  0 43 63 43  1  7 71 59 100 33 11 88 96 44 20 65 98 36 86 65 70 22  3 88 47 62 61 91 20 73 39 26  2 96 50  9 80 71 69  1 67 12 100 82 99 46 50 48  2 96 77 82 15 39 44 48 45  2 25  3 17  2 17 83 39 96 90 
81 35 82  3 20 28  3 25 73 31 60 100 84 57 49 65 26 67 67 57 53 74 89 95 63 13  1 29 78 23 32 11 38 43  0 29 78 68 45 79 81 37 66 99 71  3 43 45 51 23  9 59 10 83 76 21 57 75 39 84 80 42 58 31 62 64 14 13 77 96 13  3 73 46 14 15 45 15 32 75 45 40 40 48 91 18 76 49 86 87 43 96 72 13 37 60 70 89 49 43 
 2 47 41  4 78  1 76 35 40  5 28  6 99 83 64 34 78 97 76 89 63 77 74 49 50 75 81 45 25 89 17 70 33 63 29  0 77 10  5 68 91 72 13 33 90  7 18 26 79  7 70 46 61  3 79 70 40 39 68 64 61 70 86 34 55 50 56 63 18 25 86 10 24 10 68 61  5  5 67 96  6 21 56 92 82 20 91 41 27 100 50 95 17 86 77 63 80 63 95 38 
 4 22  7 23 82 26 99 99 26 14 24 58 15 43 95 49 51 25 80 50 58 48 49 59 73 84 34 38  9 100 66 41 73 43 78 77  0 58 26 68 42 18 25 39 73 81 49 32 49 75 99 64 61 70 47 43 85 36 76 78 75 24 21 52 71 89 44 11 64 72 71 79 94 38 56 68 81  4 85 53 29 45  1 51 16 51 60 61 48  8 61 74 84 97 23 87 87 94 19 22 
51 61 60 92  1 20 24 77 40 100  9 74 78 44 95  5 83 48 12 96 79 12 47 83 86 63 65 39  4 23 24 94 15  1 68 10 58  0 68 88  6 23 38 29 93 75 14 40 66 81  9 45 11  1 93 71 43 48 47 33 98 91 20 52 30 82 11 11  8 65 80 34 37 16 37 92 86 71 74 33 21 83 91 13 49 62 24 57 25 70 74 63 66 37  5 87 29 32 82 15 
47 62 58 15 32 27 35 84 97  7 59 16 35 34 52 31 49 33 51 75 10 98 43 79 30 32 73 95 11 88 28 55 34  7 45  5 26 68  0 84 49  5 22 33 98 67 62 59 78 57 72  2 25 43 17 85 26 21 86 89 65 85  4 62 74 23 13 66  9 94 15  6 15 49 64 65 24  7 25 91 29 86  8 16 40 66  8 17 90 29 18 62 25 95 34 39  1 76 96 93 
70 59 69 51 14 42 10 13 49 70 65 73 47 33  7 27 52 84  1 65 66 98 71 83 55 90 93 36 71 12 56 20 60 71 79 68 68 88 84  0 52 97 49 21 88  5 30 28 70 69  5 55 76 21 33  2 89 48 90  6 60 52 57 91 81  3 96 97 70 33 47 94 13 47 47 84 16 92 28  7 83 72 22 74 96 30 22 99 27 72 47 80 98 44 62  7 94 93 96 94 
64 34 18 94 40 96 100 35 13  8 99 22 84 13 37 44  5 77 29 23 64 76 97 31 29 76 84 35  6 78 16 71 100 59 81 91 42  6 49 52  0 24 37 23 39 98 52 30 91 46 21 95 73 18  2 81 88 33 70 27 17 98 69 30 60 27 31 49 14 83 14 75  2 60 67 86 52 32 66 99 32 18 99 91 99 54 66 41 72  2 93 44 78 20 44 64 89 94 75 44 
25 99 73  3 45  9 84  8 61 96 25 35 80 72 49 72 63 36 14 89 96 19 65 18 62 84 59 54 79 33 22 58 54 100 37 72 18 23  5 97 24  0 37 56 11 86 50 29 74 23 95 73 94 69 91 21 35 99 71 68 30 47 78  3 35 43 49 29 13 96 45 36 85 69 28 76 99 46 13 73 71 28 78 22 59 70 52 35 96 86  8 15 60 18 18 22  2 89 78 91 
