facilities = 30 objectives = 2 max_distances = 176 max flows = 90823 overlap =  1.00 seed = 1138762058 correlation1 = -0.800 A = -5 B = 5 M = 0 K = 1 m = 100
 0 57 126 110 60 93 34 108 115 60 35 49 108 63 98 70 61  6 36 97 75 47 47 103 38 63 117 88 50 30 
57  0 74 90 39 57 32 94 78  5 29 66 52 75 62 93 19 51 26 46 114 55 23 46 26 15 63 80 107 40 
126 74  0 74 74 103 93 85 42 70 91 110 28 109 45 166 85 121 90 29 159 128 79 36 101 63 64 89 175 114 
110 90 74  0 54 144 79 11 32 85 81 68 86 58 34 174 108 108 83 67 104 139 73 89 108 75 125 26 145 118 
60 39 74 54  0 96 26 56 55 36 27 37 65 40 38 119 58 56 28 47 87 84 19 63 54 28 93 41 103 63 
93 57 103 144 96  0 85 149 125 60 81 120 75 131 112 81 39 87 78 84 164 55 79 67 56 69 48 137 137 63 
34 32 93 79 26 85  0 79 80 33  3 35 77 46 63 94 46 30  7 64 81 61 14 73 33 32 95 61 81 39 
108 94 85 11 56 149 79  0 43 90 81 63 95 51 43 174 113 107 84 76 95 140 75 98 110 80 133 20 140 118 
115 78 42 32 55 125 80 43  0 73 81 83 58 78 17 170 95 111 81 42 128 132 70 63 102 63 98 51 157 114 
60  5 70 85 36 60 33 90 73  0 29 65 48 74 57 98 23 54 26 41 114 60 21 43 31 10 62 77 110 44 
35 29 91 81 27 81  3 81 81 29  0 38 75 50 64 93 43 30  3 62 85 58 12 71 30 30 92 64 83 37 
49 66 110 68 37 120 35 63 83 65 38  0 102 14 69 119 82 49 42 84 50 91 43 100 67 61 127 43 77 69 
108 52 28 86 65 75 77 95 58 48 75 102  0 104 52 140 59 102 73 19 152 102 63  7 77 45 40 92 158 91 
63 75 109 58 40 131 46 51 78 74 50 14 104  0 65 133 92 64 53 86 50 105 52 104 79 68 133 31 88 83 
98 62 45 34 38 112 63 43 17 57 64 69 52 65  0 153 80 94 64 33 115 116 53 55 85 47 91 43 141 97 
70 93 166 174 119 81 94 174 170 98 93 119 140 133 153  0 81 69 91 138 139 38 101 132 68 107 127 156 84 56 
61 19 85 108 58 39 46 113 95 23 43 82 59 92 80 81  0 55 39 58 127 43 40 51 23 33 56 99 110 36 
 6 51 121 108 56 87 30 107 111 54 30 49 102 64 94 69 55  0 31 92 79 43 42 97 31 58 111 87 56 25 
36 26 90 83 28 78  7 84 81 26  3 42 73 53 64 91 39 31  0 61 88 56 11 68 27 28 89 66 85 34 
97 46 29 67 47 84 64 76 42 41 62 84 19 86 33 138 58 92 61  0 135 100 50 22 72 34 57 72 146 86 
75 114 159 104 87 164 81 95 128 114 85 50 152 50 115 139 127 79 88 135  0 123 92 150 107 111 176 78 66 104 
47 55 128 139 84 55 61 140 132 60 58 91 102 105 116 38 43 43 56 100 123  0 65 95 30 69 94 123 84 22 
47 23 79 73 19 79 14 75 70 21 12 43 63 52 53 101 40 42 11 50 92 65  0 59 34 18 83 60 95 44 
103 46 36 89 63 67 73 98 63 43 71 100  7 104 55 132 51 97 68 22 150 95 59  0 71 41 35 94 153 85 
38 26 101 108 54 56 33 110 102 31 30 67 77 79 85 68 23 31 27 72 107 30 34 71  0 39 80 93 86 13 
63 15 63 75 28 69 32 80 63 10 30 61 45 68 47 107 33 58 28 34 111 69 18 41 39  0 65 68 113 52 
117 63 64 125 93 48 95 133 98 62 92 127 40 133 91 127 56 111 89 57 176 94 83 35 80 65  0 127 167 92 
88 80 89 26 41 137 61 20 51 77 64 43 92 31 43 156 99 87 66 72 78 123 60 94 93 68 127  0 120 101 
50 107 175 145 103 137 81 140 157 110 83 77 158 88 141 84 110 56 85 146 66 84 95 153 86 113 167 120  0 75 
30 40 114 118 63 63 39 118 114 44 37 69 91 83 97 56 36 25 34 86 104 22 44 85 13 52 92 101 75  0 

 0 18 173 14 27911  3 178 374 224  0  0  0  0 11  1  0 67  2  0  0  0 2618  7  0  0 82455  0 27507 1918 3675 
18  0  0 3745  6  5  0 173 3486 11480 2367  0  0  0  0 69  0  1  0  0  0  1  0 24610 63677 2890 57461  0 14671  0 
173  0  0 9220 3134 12  0  0  1 64552  0 25460  0 3478  0  8  0  0  0  0  0 47 226 8978  1 18 1328  0 1477 64 
14 3745 9220  0 73370 3437  0 69  0 16582 11 792 24905 752  3  0  8  4  2 92 29314  0 2808  0 97 73318  0 40 12371  0 
27911  6 3134 73370  0  5  0 9587  0  0 19314 11676  0  1  0 19075  6 10062  0 7115 13  0  0  0  0 5944 4804  0 5803 43758 
 3  5 12 3437  5  0 250  0  0 10  0  0 70  0 45993  0 1363  0 471  0 9913 16882 27516  0 45 2124 5908  0 10 56028 
178  0  0  0  0 250  0  0  0  0 55 726  0 153  0  0  3  0  1 581 19454  0 16  0 10  0  0 3756 15951  0 
374 173  0 69 9587  0  0  0  0 369 94  0  2 150  0  1  3  0 77484  0 186 127  6  0  0  0 40 1130  0 25739 
224 3486  1  0  0  0  0  0  0  0  7  0  0 66805 370  0 64850  0  4 188  0 73533 164  0  7 110  8  1  0  0 
 0 11480 64552 16582  0 10  0 369  0  0 6443  3  0 3285 15397  0  0 1903  0 10689 903  0  0 10 19778 21 6872  0  0 1247 
 0 2367  0 11 19314  0 55 94  7 6443  0  0 41939 44  0 32  3 10185  0  0  0  0 84439  0 793 178  0 20621  0  0 
 0  0 25460 792 11676  0 726  0  0  3  0  0  0 3376  0  1 231  0  0 207 89 7712  0  0  0  0 5087  0 72401  0 
 0  0  0 24905  0 70  0  2  0  0 41939  0  0  0 1569 366  1 109 28  0  3  0  0 1272  0  1 20 199  1  0 
11  0 3478 752  1  0 153 150 66805 3285 44 3376  0  0  7  3  0 18  0 18259 34205  0 35643  0  0 28  0  0  0  0 
 1  0  0  3  0 45993  0  0 370 15397  0  0 1569  7  0 6379  0 932  0 14  0 21854  0  0  0  0 48013  0  0  0 
 0 69  8  0 19075  0  0  1  0  0 32  1 366  3 6379  0  0  2  0 11726 88  0 16 63763  0 7256 162  0  0 122 
67  0  0  8  6 1363  3  3 64850  0  3 231  1  0  0  0  0  0  0  0 2051 17 90823  0  0  0 2231  0  0  0 
 2  1  0  4 10062  0  0  0  0 1903 10185  0 109 18 932  2  0  0  0  0  0  7 2119  0 5594 1682  0  0  0  0 
 0  0  0  2  0 471  1 77484  4  0  0  0 28  0  0  0  0  0  0 24408  0  0  0 23351  0 102  0  0  0 21941 
 0  0  0 92 7115  0 581  0 188 10689  0 207  0 18259 14 11726  0  0 24408  0 81 621 318  2  0  0  0  0  0  0 
 0  0  0 29314 13 9913 19454 186  0 903  0 89  3 34205  0 88 2051  0  0 81  0 55  0 2358  0  1  0  8 8839  0 
2618  1 47  0  0 16882  0 127 73533  0  0 7712  0  0 21854  0 17  7  0 621 55  0  0 100  0 41  0  6  0 583 
 7  0 226 2808  0 27516 16  6 164  0 84439  0  0 35643  0 16 90823 2119  0 318  0  0  0 693  4  0  0  0  0  0 
 0 24610 8978  0  0  0  0  0  0 10  0  0 1272  0  0 63763  0  0 23351  2 2358 100 693  0 23283  0 24 2099  0 47521 
 0 63677  1 97  0 45 10  0  7 19778 793  0  0  0  0  0  0 5594  0  0  0  0  4 23283  0 220  0  0  4 1157 
82455 2890 18 73318 5944 2124  0  0 110 21 178  0  1 28  0 7256  0 1682 102  0  1 41  0  0 220  0  0  0 50 286 
 0 57461 1328  0 4804 5908  0 40  8 6872  0 5087 20  0 48013 162 2231  0  0  0  0  0  0 24  0  0  0 103  7  0 
27507  0  0 40  0  0 3756 1130  1  0 20621  0 199  0  0  0  0  0  0  0  8  6  0 2099  0  0 103  0 52  0 
1918 14671 1477 12371 5803 10 15951  0  0  0  0 72401  1  0  0  0  0  0  0  0 8839  0  0  0  4 50  7 52  0  0 
3675  0 64  0 43758 56028  0 25739  0 1247  0  0  0  0  0 122  0  0 21941  0  0 583  0 47521 1157 286  0  0  0  0 

 0  0  0  1  0  5  0  0  0  0  0 44206 141  0  0 49  0  7  5 182 38874  0  1  0 48149  0 548  0  0  0 
 0  0 29  0  0  0 38139  0  0  0  0 13954 29452 42557 39  0 1286  2 475 27024  0  0 3341  0  0  0  0 64  0  9 
 0 29  0  0  0  0 8396 81073  6  0 66  0 55175  0 3999  0 64 372 31 3951 100  0  0  0  9  0  0 278  0  0 
 1  0  0  0  0  0 60  0 76834  0  3  0  0  0  0 9701  0  0  0  0  0 127  0 94  0  0 16  0  0  6 
 0  0  0  0  0  0 1056  0 39312 12749  0  0  3  0  8  0  0  0 15  0  0 5770 2888  2 960  0  0 617  0  0 
 5  0  0  0  0  0  0 66 11065  0 521 72  0 1303  0 19  0 70  0  0  0  0  0 658  0  0  0 809  0  0 
 0 38139 8396 60 1056  0  0 30101 97 882  0  0 16  0 2566 1656  1 19  0  0  0 55522  0 2401  0 3236 4101  0  0 29 
 0  0 81073  0  0 66 30101  0 6271  0  0  6  0  0 98  6  6 3456  0 14  0  0  0  3  2 1693  0  0  3  0 
 0  0  6 76834 39312 11065 97 6271  0  5  1 86  0  0  0 67  0  0  0  0 1970  0  0 35130  0  0  0  1  3 96 
 0  0  0  0 12749  0 882  0  5  0  0  2 32  0  0 10 6589  0  8  0  0 78  2  0  0  0  0  7 83740  0 
 0  0 66  3  0 521  0  0  1  0  0  1  0  0 75  1  1  0 35 11748  0 33  0 851  0  0 295  0 805  5 
