30 3

 0 154 71 19 154 81 104 55 125 80 118 148 81 109 27 96 13 67 60 134 153 77 65 119 29 69 96 19 71 71 
154  0 85 138  0 74 56 98 113 92 53 65 75 90 171 80 146 89 104 22  2 82 91 40 180 89 71 139 87 87 
71 85  0 58 85 12 49 19 77 53 65 80 29 52 86 33 67  3 20 64 85  7 27 48 95  4 51 61  3  3 
19 138 58  0 138 67 86 41 122 61 99 138 63 103 45 88  8 55 53 119 137 65 47 105 48 58 77  3 60 60 
154  0 85 138  0 74 56 98 113 92 53 65 75 90 171 80 146 89 104 22  2 82 91 40 180 89 71 139 87 87 
81 74 12 67 74  0 39 26 80 50 55 74 23 52 97 33 76 15 32 53 73 11 28 37 107 16 44 70 14 14 
104 56 49 86 56 39  0 52 114 35 16 90 24 85 126 67 94 51 69 44 55 50 39 42 132 53 15 87 52 52 
55 98 19 41 98 26 52  0 94 42 67 99 28 70 74 51 49 16 26 78 97 26 15 64 82 20 48 43 21 21 
125 113 77 122 113 80 114 94  0 130 127 56 104 28 122 47 129 79 71 94 114 71 105 80 136 75 123 125 74 74 
80 92 53 61 92 50 35 42 130  0 43 119 27 103 105 83 68 52 68 79 90 58 27 72 109 56 21 61 56 56 
118 53 65 99 53 55 16 67 127 43  0 98 39 99 141 82 107 67 85 48 51 66 54 50 146 69 22 100 68 68 
148 65 80 138 65 74 90 99 56 119 98  0 92 44 155 51 146 83 87 52 66 73 102 48 167 80 104 140 78 78 
81 75 29 63 75 23 24 28 104 27 39 92  0 76 102 56 72 30 48 58 74 33 16 48 109 33 22 64 33 33 
109 90 52 103 90 52 85 70 28 103 99 44 76  0 113 19 110 54 50 69 90 45 79 54 126 50 95 106 49 49 
27 171 86 45 171 97 126 74 122 105 141 155 102 113  0 104 41 82 69 150 171 90 87 134 13 83 120 47 85 85 
96 80 33 88 80 33 67 51 47 83 82 51 56 19 104  0 95 35 36 59 81 26 60 41 116 31 76 90 30 30 
13 146 67  8 146 76 94 49 129 68 107 146 72 110 41 95  0 63 60 128 145 73 55 113 41 66 85  7 68 68 
67 89  3 55 89 15 51 16 79 52 67 83 30 54 82 35 63  0 18 68 88 10 26 51 92  4 52 57  5  5 
60 104 20 53 104 32 69 26 71 68 85 87 48 50 69 36 60 18  0 82 104 22 41 65 81 16 70 55 18 18 
134 22 64 119 22 53 44 78 94 79 48 52 58 69 150 59 128 68 82  0 22 60 73 18 160 68 60 121 65 65 
153  2 85 137  2 73 55 97 114 90 51 66 74 90 171 81 145 88 104 22  0 82 90 40 180 88 69 138 86 86 
77 82  7 65 82 11 50 26 71 58 66 73 33 45 90 26 73 10 22 60 82  0 34 43 100  7 55 68  5  5 
65 91 27 47 91 28 39 15 105 27 54 102 16 79 87 60 55 26 41 73 90 34  0 61 93 30 33 48 31 31 
