20 2

 0 47 83 41 40 95  5 24 83 19 29 13 64 70 42 68 10 24 86 89 
47  0 44 68 29 47 50 82 88 86 98 12 53 74 25 52 33 70 75  9 
83 44  0 49 78 83 28 22 13 21 87 79 10 55 71  4 14 70 17 39 
41 68 49  0  4 72 43 26  9 15 13 89 33 65 44 33 39 81 99 73 
40 29 78  4  0 86 84 22 56 64 64 41 32  6 13 86 79 32 90 96 
95 47 83 72 86  0 17 84  3  9 66 71 55 70 27 100 58 39 54 35 
 5 50 28 43 84 17  0 33 51 63 21 73 58 97 100 97 17 39 86 20 
24 82 22 26 22 84 33  0 45 62 50 37 54 56 55 98 46 23 26 45 
83 88 13  9 56  3 51 45  0 77 86 30 48  3 50 83 22  8 80 27 
19 86 21 15 64  9 63 62 77  0 98 26 22 97 61 85 71 14  5 69 
29 98 87 13 64 66 21 50 86 98  0 62 43 21 36 89 40 86 17  2 
13 12 79 89 41 71 73 37 30 26 62  0 26 46 54 94 95 32 78 31 
64 53 10 33 32 55 58 54 48 22 43 26  0 88 32 40 47 46  7 94 
70 74 55 65  6 70 97 56  3 97 21 46 88  0 89 49  5  9 68 99 
42 25 71 44 13 27 100 55 50 61 36 54 32 89  0 39 14 43 73 98 
68 52  4 33 86 100 97 98 83 85 89 94 40 49 39  0 78 96 59 94 
10 33 14 39 79 58 17 46 22 71 40 95 47  5 14 78  0 23 52 21 
24 70 70 81 32 39 39 23  8 14 86 32 46  9 43 96 23  0 96 26 
86 75 17 99 90 54 86 26 80  5 17 78  7 68 73 59 52 96  0 76 
89  9 39 73 96 35 20 45 27 69  2 31 94 99 98 94 21 26 76  0 

 0 21  3 44 98 85 15 81 87 27 50 91 41 93 98 69 26 84 78  8 
21  0 100 82 39 80 82 72 31 74 51 98 70 37 37 79  8 63 51 95 
 3 100  0 52 39 55 42 40 24 71 60 17 60 49 48 36 51 85 97 50 
44 82 52  0  3 58 63 13 25 35 79 47 85 21 34 65 78 95 35 35 
98 39 39  3  0 50 80 80 40 37 73 88 96 64 44 48 76  1 17  9 
85 80 55 58 50  0 45 68  3 22 92 34 80 97 88 23 91 37  6 13 
15 82 42 63 80 45  0 60 26 81  7 34 76 39 100 88 83 71  3 86 
81 72 40 13 80 68 60  0 58 55 100 98 10 55 13 57 95 40 44  7 
87 31 24 25 40  3 26 58  0 75 51 77 78 96 54 13 49 75 34 89 
27 74 71 35 37 22 81 55 75  0 57 44 61 72 97 90 45 49 53 62 
50 51 60 79 73 92  7 100 51 57  0 56 28 99 86 19 12 67 38 58 
91 98 17 47 88 34 34 98 77 44 56  0  3  9 85 70 63 55 21 98 
41 70 60 85 96 80 76 10 78 61 28  3  0 47 60 73 18  9  4 96 
93 37 49 21 64 97 39 55 96 72 99  9 47  0 71 11 60 29 14 95 
98 37 48 34 44 88 100 13 54 97 86 85 60 71  0 85  2 29 57 38 
69 79 36 65 48 23 88 57 13 90 19 70 73 11 85  0 88  7 88 24 
26  8 51 78 76 91 83 95 49 45 12 63 18 60  2 88  0  2 96 95 
84 63 85 95  1 37 71 40 75 49 67 55  9 29 29  7  2  0 31 66 
78 51 97 35 17  6  3 44 34 53 38 21  4 14 57 88 96 31  0 13 
 8 95 50 35  9 13 86  7 89 62 58 98 96 95 38 24 95 66 13  0 

 0 63 78 32 12 35 68  9  3 80 39 17 84  5 15 25 91  7 28 93 
63  0 24 27 61  4 26 50 58 31 51 25 39 82 89 11 61 65 74 15 
78 24  0 31 62 64 61 85 59 15 24 75 44 70 52 60 56 15  5 35 
32 27 31  0 87 28 51 87 70 69  8 30 15 66 65 34 10 11 71 68 
12 61 62 87  0 40 20  9 50 39 36 23  3 55 52 60 28 63 92 93 
35  4 64 28 40  0 67 27 88 75 26 66 26 12 22 84 13 70 86 88 
68 26 61 51 20 67  0 41 79  4 87 95 37 65 20  7 33 44 84 24 
 9 50 85 87  9 27 41  0 20 57 28 14 91 90 66 63 13 38 51 76 
 3 58 59 70 50 88 79 20  0 36 31 10 67 46 80 96 43 23 60 14 
80 31 15 69 39 75  4 57 36  0 47 53 55 33 22 24 65 56 78 45 
39 51 24  8 36 26 87 28 31 47  0 76 59 22 44 99 75 46 49 32 
17 25 75 30 23 66 95 14 10 53 76  0 98 81 19 34 58 67 88 11 
84 39 44 15  3 26 37 91 67 55 59 98  0 43 42 48 53 77 84 16 
 5 82 70 66 55 12 65 90 46 33 22 81 43  0 36 95 49 46 67 20 
15 89 52 65 52 22 20 66 80 22 44 19 42 36  0 10 82 79 43 39 
25 11 60 34 60 84  7 63 96 24 99 34 48 95 10  0 20 98  5 87 
91 61 56 10 28 13 33 13 43 65 75 58 53 49 82 20  0 99 32 20 
 7 65 15 11 63 70 44 38 23 56 46 67 77 46 79 98 99  0 85 53 
28 74  5 71 92 86 84 51 60 78 49 88 84 67 43  5 32 85  0 82 
93 15 35 68 93 88 24 76 14 45 32 11 16 20 39 87 20 53 82  0 
