30 3

 0 87 83 86 74 87 15 92 88 16 34  2  5 63 99 70 61 58 10 44 24 96 70 57 80 84 11 27 78 77 
87  0 40 29 51 15 21 69 49 85 98 29 49  3 95 20 87 33 96 82 28 97 28 69 29 45 29  1 67 44 
83 40  0 20 88 61 66 33 99 97 20 77 82 84 23 36 35 31 66 22  7 31 88 69 44 80 26 55 45 88 
86 29 20  0 89 65 10 73 40 45 17  7  7  8 30 96 89 72 100 63 32  8 36 55 88 18 27 37 39 96 
74 51 88 89  0 60 44 29 27 62 27 10  5 60 58 98 89 31 87 89 98 70 87 62 80 20 58 38 34 96 
87 15 61 65 60  0 100 57 12 96 94 39  5 89 75 49 10 32 78 59 10 18 89 15 15 12 98 64 37 65 
15 21 66 10 44 100  0 59 87 43  6 46 89 82 25 96 49 34 30  9 52 18 26 99 59 65 25 61 89 65 
92 69 33 73 29 57 59  0 76 30 74 70  6 65 66 11 93 18 98 31 26 31 85 41 22 39 96 58 91  5 
88 49 99 40 27 12 87 76  0 90 32  8 16 81 73 56 67 57 98 29 26 76 72 84 23 47 47 20 72 53 
16 85 97 45 62 96 43 30 90  0 47 96 22 47 93 61  8 89 90 84 46 80 37 26 14 88 24  6 82 13 
34 98 20 17 27 94  6 74 32 47  0 98 18 47 92 87 66 28 23  3 100 64 90 48 63  3 54 26  3 35 
 2 29 77  7 10 39 46 70  8 96 98  0 84 62 27 78 88 21 20 89 55 37 100 77 22 48 52 91 52  4 
 5 49 82  7  5  5 89  6 16 22 18 84  0  6 67 83 24 53 38 22 98 89 30 38 26 25 52 69 100  8 
63  3 84  8 60 89 82 65 81 47 47 62  6  0 59 30 61 68 78 81 10 26 100 73 29 38 28 15 31 86 
99 95 23 30 58 75 25 66 73 93 92 27 67 59  0 75 76 14 23 92 26 60 69 49 32 41 45 66 46 20 
70 20 36 96 98 49 96 11 56 61 87 78 83 30 75  0 82 90 53 28 82 85 75  5 87 55 92 43 18 20 
61 87 35 89 89 10 49 93 67  8 66 88 24 61 76 82  0 84 69 67 28 99 74 23 47 67  2  6 52  3 
58 33 31 72 31 32 34 18 57 89 28 21 53 68 14 90 84  0 79 100 79 54 91 50 22 92 65 72 75 68 
10 96 66 100 87 78 30 98 98 90 23 20 38 78 23 53 69 79  0 79 15  3 47 55 17 74 34  6 41 17 
44 82 22 63 89 59  9 31 29 84  3 89 22 81 92 28 67 100 79  0 53 13  7 68 42 64  6 34 90 60 
24 28  7 32 98 10 52 26 26 46 100 55 98 10 26 82 28 79 15 53  0 91 23 47 76 58 62 28 35 97 
96 97 31  8 70 18 18 31 76 80 64 37 89 26 60 85 99 54  3 13 91  0 72 61 78 67  9 15 16 45 
70 28 88 36 87 89 26 85 72 37 90 100 30 100 69 75 74 91 47  7 23 72  0 57 53 31 68  5 16 16 
57 69 69 55 62 15 99 41 84 26 48 77 38 73 49  5 23 50 55 68 47 61 57  0 40 80 50 42 27 44 
80 29 44 88 80 15 59 22 23 14 63 22 26 29 32 87 47 22 17 42 76 78 53 40  0 82 18 28 38 45 
84 45 80 18 20 12 65 39 47 88  3 48 25 38 41 55 67 92 74 64 58 67 31 80 82  0 39 50 100 46 
11 29 26 27 58 98 25 96 47 24 54 52 52 28 45 92  2 65 34  6 62  9 68 50 18 39  0 61 66 26 
27  1 55 37 38 64 61 58 20  6 26 91 69 15 66 43  6 72  6 34 28 15  5 42 28 50 61  0 57 51 
78 67 45 39 34 37 89 91 72 82  3 52 100 31 46 18 52 75 41 90 35 16 16 27 38 100 66 57  0 55 
77 44 88 96 96 65 65  5 53 13 35  4  8 86 20 20  3 68 17 60 97 45 16 44 45 46 26 51 55  0 

 0 22 31 81 52 85 68 29 81 97 46 82 11 22 83 82 78 76 51  4 18 33 45 71 18 62 93 12 81 11 
22  0 73 10 42 78 17 100 38 54 74 70 13  1  8 41 72 18 73 33 83 70 84 90 80 39 32 72 41 52 
31 73  0 60 26 79 67 41 95 61 56 53 86 44 85 20 56 53 28 70 57 45 29  7 22 64 11 89 84 98 
81 10 60  0 62 40 26 42  7 87 28 41 56 22  9 95 82 63 89 41 99 23 36 91 27 79 100 54 53 46 
52 42 26 62  0 21  7 16 41 27 59  1 29  4 67 42 97 97 28 97 97 63 78 21 82 47 30 39 94 35 
85 78 79 40 21  0 85 94 56 84 23 74 42 75 66 84 43 87  5  6 18 64 44 61 79 58 93 33 79 59 
68 17 67 26  7 85  0  7 54 52  5 46 92 13 64 87 90 77 73 96 86 23 95 78 24  1 39 82 22 19 
29 100 41 42 16 94  7  0 40 75 29 25 11 73 32 64 13 34  8 86 18 50 37 35 90 46 22 43 100 46 
81 38 95  7 41 56 54 40  0 42 17 85 70 60 33 17 28 94 41 47 30 14  2 57  6 34 64  2 72 65 
97 54 61 87 27 84 52 75 42  0 89 13 36 54 73 44 54 78 41 63 64 46 54  7  9  9 53 90 72 14 
46 74 56 28 59 23  5 29 17 89  0 89 63 73 12 55 80  4 23 49 93 22 98 35 58 10 91 62 50 95 
82 70 53 41  1 74 46 25 85 13 89  0 56 72 74 90 82 93 77 76 96 76 31 65 50 100 97 51 72 96 
11 13 86 56 29 42 92 11 70 36 63 56  0 56 45 15 98  3 20 75 49  3 33 72  3 61 96 24 63 28 
22  1 44 22  4 75 13 73 60 54 73 72 56  0 10 73 50 35 98 85 46 15 33 83  7 46  5 61 64 92 
83  8 85  9 67 66 64 32 33 73 12 74 45 10  0 21 80 32 78 72 90 16  8 33 96 59 34 91  1 69 
82 41 20 95 42 84 87 64 17 44 55 90 15 73 21  0  5 74 78  4 56 24 92 69 54 67 76 23 22 44 
78 72 56 82 97 43 90 13 28 54 80 82 98 50 80  5  0 34 89 55 74 35 93 76  5 84 20 22 49 17 
76 18 53 63 97 87 77 34 94 78  4 93  3 35 32 74 34  0 88 46  8 20 62 70 88 64 77 14 10 58 
51 73 28 89 28  5 73  8 41 41 23 77 20 98 78 78 89 88  0 32 86 33 85 92 13 53 17 22 18 42 
 4 33 70 41 97  6 96 86 47 63 49 76 75 85 72  4 55 46 32  0 73 95 94 77 47  9 66 34 25 86 
18 83 57 99 97 18 86 18 30 64 93 96 49 46 90 56 74  8 86 73  0 55 47 45 83 15 26 77 62 25 
33 70 45 23 63 64 23 50 14 46 22 76  3 15 16 24 35 20 33 95 55  0 53 44 93 54 65 19 26 71 
45 84 29 36 78 44 95 37  2 54 98 31 33 33  8 92 93 62 85 94 47 53  0 97 24 20 33 94 80 45 
71 90  7 91 21 61 78 35 57  7 35 65 72 83 33 69 76 70 92 77 45 44 97  0 81 36 10 27 98 100 
18 80 22 27 82 79 24 90  6  9 58 50  3  7 96 54  5 88 13 47 83 93 24 81  0 99 87 23 91 52 
62 39 64 79 47 58  1 46 34  9 10 100 61 46 59 67 84 64 53  9 15 54 20 36 99  0 88 31  7 69 
93 32 11 100 30 93 39 22 64 53 91 97 96  5 34 76 20 77 17 66 26 65 33 10 87 88  0 12 39 65 
12 72 89 54 39 33 82 43  2 90 62 51 24 61 91 23 22 14 22 34 77 19 94 27 23 31 12  0 49 14 
81 41 84 53 94 79 22 100 72 72 50 72 63 64  1 22 49 10 18 25 62 26 80 98 91  7 39 49  0 84 
11 52 98 46 35 59 19 46 65 14 95 96 28 92 69 44 17 58 42 86 25 71 45 100 52 69 65 14 84  0 

 0 36 99 58 87 73 71 49 41 59 14 76 26 36 26 58 45 76 59 95 49 86 56 77 75  2 65  4 51  4 
36  0 31 35 28 41 85 27 84 59 64 65 78 69 17 15 83 22  3 35 23 77 32 78 81 27 17 76  8 20 
99 31  0 18 29 98 74 28 65 27 74 58 58 33 24 61 68  5 16 56 66 79 94 99 16 80 54 45 43 81 
58 35 18  0 39 16 73 98  8 88 71 78 96 23 59 58 22 31 21 25 80 26 34  9 35 63 36 62 73 57 
87 28 29 39  0 20 40 60 46  9 75 77  2 90 88 20 15  3 88 74 42 64 25 24 80 73 17 62 90 74 
73 41 98 16 20  0 20 78 92  9 72 99  6 31 86 56 53 20 11 24 92 93 84 12  2 74 87 32 19 55 
71 85 74 73 40 20  0 50 17  5 52 26 92 42  9 47 97 31 73 61 73 92 10 57 20 42  6 97 93 32 
49 27 28 98 60 78 50  0 12 28 35 92 52 93 17 42 23 80 54 51 10 83 21 47 85 75 91 65 33 59 
41 84 65  8 46 92 17 12  0 28 31  8 62 84 81 27 92 18 80 25 59 80 71 44 26 69 79 91 46 43 
59 59 27 88  9  9  5 28 28  0 42 87 97 94 52 79 72 92 23 52 71 66 100 81 97 46  7 13 27 19 
14 64 74 71 75 72 52 35 31 42  0 17 74  8 54  7 16 34 82 75 61 16 20 98 12 17 85 28 100  4 
76 65 58 78 77 99 26 92  8 87 17  0 74 100 48 97 72 12 14 36 73 42 46 34 82 27 43 41 30 46 
26 78 58 96  2  6 92 52 62 97 74 74  0 26 86 29 75  3 89 85 26 95 26 100 45 61 43 24 79 65 
36 69 33 23 90 31 42 93 84 94  8 100 26  0 90 19 71 49 65  8 74 46 87 20 16  9 71 52 49 28 
26 17 24 59 88 86  9 17 81 52 54 48 86 90  0 13 39 57 19 64 76 44 51 23 46 16 10 14 28  3 
58 15 61 58 20 56 47 42 27 79  7 97 29 19 13  0  1 17 39 31 43 72 85 10 33 18 48 21 13 83 
45 83 68 22 15 53 97 23 92 72 16 72 75 71 39  1  0 83 25 20 56 87 77 44 58 46 29 45 37 65 
76 22  5 31  3 20 31 80 18 92 34 12  3 49 57 17 83  0 99 66 64 58  3  2 28 11 25 40 24 39 
59  3 16 21 88 11 73 54 80 23 82 14 89 65 19 39 25 99  0 30 56 12 31 65 38 51 85 73 75 14 
95 35 56 25 74 24 61 51 25 52 75 36 85  8 64 31 20 66 30  0 15 98 10 76 57 69 50 85 83 49 
49 23 66 80 42 92 73 10 59 71 61 73 26 74 76 43 56 64 56 15  0 66  1 43 59 35 74 97 16 73 
86 77 79 26 64 93 92 83 80 66 16 42 95 46 44 72 87 58 12 98 66  0 12 100 93 88 71 90  4  4 
56 32 94 34 25 84 10 21 71 100 20 46 26 87 51 85 77  3 31 10  1 12  0 74  6 38 91 43 45  9 
77 78 99  9 24 12 57 47 44 81 98 34 100 20 23 10 44  2 65 76 43 100 74  0 64 95 87 20 77 22 
75 81 16 35 80  2 20 85 26 97 12 82 45 16 46 33 58 28 38 57 59 93  6 64  0 47 25 80 42 59 
 2 27 80 63 73 74 42 75 69 46 17 27 61  9 16 18 46 11 51 69 35 88 38 95 47  0 29 13 88 60 
65 17 54 36 17 87  6 91 79  7 85 43 43 71 10 48 29 25 85 50 74 71 91 87 25 29  0 55 81 42 
 4 76 45 62 62 32 97 65 91 13 28 41 24 52 14 21 45 40 73 85 97 90 43 20 80 13 55  0 91 46 
51  8 43 73 90 19 93 33 46 27 100 30 79 49 28 13 37 24 75 83 16  4 45 77 42 88 81 91  0 24 
 4 20 81 57 74 55 32 59 43 19  4 46 65 28  3 83 65 39 14 49 73  4  9 22 59 60 42 46 24  0 

 0 73 22 97 46 36 15 50  7 63 31 61 65 44 14 85 76 69 95 94 34 86 18 46 59 22 33 65 61 72 
73  0 67 86 87 34 92 89 15 11 83 44 42 74 19 47 23 64 85 80  4 27 37 13 42 41  2 23 55 16 
22 67  0 17 41 28 17 98 69 96 21 88 34 83 58  2 98 46 14 98 38 84 92 15 23 13 57  8 72  4 
97 86 17  0 22 74 12 59  2 67 24 87 12 74 92 73 26 77 78 28 38  6 40 98 85 12 16 88 54 55 
46 87 41 22  0  1 95 57 54 11 23 46 85 46 62 24  5 67 47 12 97 37 51 37 35 80 25 83 67 30 
36 34 28 74  1  0 99 18 63 88  4 60  4 36 73 52 13 26 15 93 48 56 29 99 23 89 34 21 56 83 
15 92 17 12 95 99  0 74 80 64 36 74  1 65  1 25 74 98 48 93 59 80 49  4 72  7 89 81 98 70 
50 89 98 59 57 18 74  0 15 41 67 10  2 22 75 51 77 21 82 12 51  6 93 39 99 88 93 99 40 54 
 7 15 69  2 54 63 80 15  0 15 18 20 48 12 98 86 14 46 90 14 76 73 10 33 18  1 10 23 44 11 
63 11 96 67 11 88 64 41 15  0 12 51 90 54 35  3 14 80 72 25 64 36 70 91 49  3 10 90 18 34 
31 83 21 24 23  4 36 67 18 12  0 59 49 44 67  8 76  5  9 11  6 37 13 13 59 35 85 36 36 31 
61 44 88 87 46 60 74 10 20 51 59  0 13 85 26 53 94 72 98 40 42  6 10 94 55 11 68  6 25 48 
65 42 34 12 85  4  1  2 48 90 49 13  0 99 73 39 83 26 54 22 48 35 100 24 27 57 48 51 29 94 
44 74 83 74 46 36 65 22 12 54 44 85 99  0 94 51 63 77 86 11 44 16 47 74  2 31 61 87 29  9 
14 19 58 92 62 73  1 75 98 35 67 26 73 94  0 63 48 44 37 25  3 41 88 86 34 73 18 100 96 97 
85 47  2 73 24 52 25 51 86  3  8 53 39 51 63  0 90 17 25 80 91 54 90 62 10 53  9 54 12 54 
76 23 98 26  5 13 74 77 14 14 76 94 83 63 48 90  0 80  7 76 48 36 37  4 64 72 62 88 47 41 
69 64 46 77 67 26 98 21 46 80  5 72 26 77 44 17 80  0  5 22 45 47 39 94 77 10 57 82 80 32 
95 85 14 78 47 15 48 82 90 72  9 98 54 86 37 25  7  5  0  5 59 22  6 49  1 66 81 78 33 81 
94 80 98 28 12 93 93 12 14 25 11 40 22 11 25 80 76 22  5  0 59 26 74 45 47 20  4 46 45 83 
34  4 38 38 97 48 59 51 76 64  6 42 48 44  3 91 48 45 59 59  0 31 44 16 53 39 43 13  7 60 
86 27 84  6 37 56 80  6 73 36 37  6 35 16 41 54 36 47 22 26 31  0 30 17 23 91 34 52 59 42 
18 37 92 40 51 29 49 93 10 70 13 10 100 47 88 90 37 39  6 74 44 30  0 45 40 35 76 15 30 38 
46 13 15 98 37 99  4 39 33 91 13 94 24 74 86 62  4 94 49 45 16 17 45  0 84 22 25 80 76  2 
59 42 23 85 35 23 72 99 18 49 59 55 27  2 34 10 64 77  1 47 53 23 40 84  0 97 25 34 82 16 
22 41 13 12 80 89  7 88  1  3 35 11 57 31 73 53 72 10 66 20 39 91 35 22 97  0 17 76 41 82 
33  2 57 16 25 34 89 93 10 10 85 68 48 61 18  9 62 57 81  4 43 34 76 25 25 17  0 51 79 21 
65 23  8 88 83 21 81 99 23 90 36  6 51 87 100 54 88 82 78 46 13 52 15 80 34 76 51  0 25 60 
61 55 72 54 67 56 98 40 44 18 36 25 29 29 96 12 47 80 33 45  7 59 30 76 82 41 79 25  0 79 
72 16  4 55 30 83 70 54 11 34 31 48 94  9 97 54 41 32 81 83 60 42 38  2 16 82 21 60 79  0 
