20 2

 0 76 28 42 23 43 81 52 59 45 27 83 74 83 43 26 40  9  2 27 
76  0 89 102 55 47 157 25 27 110 89  8 119 79 111 101 40 67 78 81 
28 89  0 15 45 68 80 69 78 21 53 97 100 111 61 22 48 30 28 55 
42 102 15  0 60 83 77 83 93 10 66 110 111 125 69 28 61 46 42 68 
23 55 45 60  0 22 103 30 35 65 36 61 77 67 57 49 26 15 25 30 
43 47 68 83 22  0 118 24 21 88 44 51 72 47 67 69 38 37 45 36 
81 157 80 77 103 118  0 133 137 68 75 164 90 139 54 59 121 90 79 83 
52 25 69 83 30 24 133  0 12 90 63 31 97 65 86 78 24 44 54 56 
59 27 78 93 35 21 137 12  0 99 65 30 92 55 88 85 36 51 60 57 
45 110 21 10 65 88 68 90 99  0 65 118 109 128 66 26 69 50 44 69 
27 89 53 66 36 44 75 63 65 65  0 94 47 68 23 40 61 32 26  8 
83  8 97 110 61 51 164 31 30 118 94  0 122 78 117 108 48 74 85 86 
74 119 100 111 77 72 90 97 92 109 47 122  0 61 44 83 103 78 74 48 
83 79 111 125 67 47 139 65 55 128 68 78 61  0 84 105 85 80 84 61 
43 111 61 69 57 67 54 86 88 66 23 117 44 84  0 41 81 50 41 31 
26 101 22 28 49 69 59 78 85 26 40 108 83 105 41  0 62 34 24 44 
40 40 48 61 26 38 121 24 36 69 61 48 103 85 81 62  0 32 42 56 
 9 67 30 46 15 37 90 44 51 50 32 74 78 80 50 34 32  0 11 29 
 2 78 28 42 25 45 79 54 60 44 26 85 74 84 41 24 42 11  0 27 
27 81 55 68 30 36 83 56 57 69  8 86 48 61 31 44 56 29 27  0 

 0  3  0  0  0  0  0  0 1552  0  0 13 28693 20832  1  0 10  4  0  0 
 3  0 24395  0  0  0  0 834  4  0  0  0  0 45738 68  0 156 7129  3 4148 
 0 24395  0  1 38108  6 10  1  0  0 669 32717  0  0 62037 21 795  0 16  0 
 0  0  1  0 118  0  0 95034  0 1706 21 16888  0 35 869  0 32417  0  0 28765 
 0  0 38108 118  0  0  1 37367  0  2 1547  4  0 1994  0 106  0  0  2  0 
 0  0  6  0  0  0 6148  0 37145 478  0 1755  0  0 15  0 38980  0 96626  0 
 0  0 10  0  1 6148  0 75  4  0  0 532 12498  0  0  1 738  1 32  0 
 0 834  1 95034 37367  0 75  0 14707  0  0  6  8  0  0  0 68 33 62967  0 
1552  4  0  0  0 37145  4 14707  0 2054 10355  0  0  0 15401  0 373 52368  0  0 
 0  0  0 1706  2 478  0  0 2054  0  0  0 9066  0 373  0 3640 13  0  0 
 0  0 669 21 1547  0  0  0 10355  0  0 52591 15  0  6 141  2  0  0 138 
13  0 32717 16888  4 1755 532  6  0  0 52591  0  0  1 1559  0  0  0  0 198 
28693  0  0  0  0  0 12498  8  0 9066 15  0  0  0 547  0  0  0 199 10 
20832 45738  0 35 1994  0  0  0  0  0  0  1  0  0 281 1143  0  2  0  5 
 1 68 62037 869  0 15  0  0 15401 373  6 1559 547 281  0  0 10  0 11577  0 
 0  0 21  0 106  0  1  0  0  0 141  0  0 1143  0  0  0  0 85006 123 
10 156 795 32417  0 38980 738 68 373 3640  2  0  0  0 10  0  0  0  0 6539 
 4 7129  0  0  0  0  1 33 52368 13  0  0  0  2  0  0  0  0  0  0 
 0  3 16  0  2 96626 32 62967  0  0  0  0 199  0 11577 85006  0  0  0  0 
 0 4148  0 28765  0  0  0  0  0  0 138 198 10  5  0 123 6539  0  0  0 

 0 18  0  0  0  3  0 22 12  0  0 40 750  1  1  0 16  0  0  0 
18  0  2  0 378 12  0 10865  0  0  0  0  0  0  0 95  0  5  0 19638 
 0  2  0  0  2  4  3  4  0  0  0 417  0 16  0 262  8  0  1  0 
 0  0  0  0 4055  0  8 494 17  1 73  4  0  0 351  0  0  0  0  0 
 0 378  2 4055  0  1  7  0  0  0 6884  4  0 17874  0  1  0  3 49  0 
 3 12  4  0  1  0 21  0 3431 6259 11 54 119  0  0  0  0 67  1 23 
 0  0  3  8  7 21  0 4033  0 538 10  0 270  0  0 697 1544 86  1  0 
22 10865  4 494  0  0 4033  0  0  0  0 95 17  0  0  0 1845  0  0  0 
12  0  0 17  0 3431  0  0  0 467 15  1  1  0  1  0 68 16  0  0 
 0  0  0  1  0 6259 538  0 467  0 53  5  0  4 1295 74 12  0  1 36 
 0  0  0 73 6884 11 10  0 15 53  0 49 58 138  2  0  0  0  0  0 
40  0 417  4  4 54  0 95  1  5 49  0  0  0 1029  0  0  3  0  0 
750  0  0  0  0 119 270 17  1  0 58  0  0  0  9 14  1  0  0  2 
 1  0 16  0 17874  0  0  0  0  4 138  0  0  0  0  6  0  0 258 1145 
 1  0  0 351  0  0  0  0  1 1295  2 1029  9  0  0  0  0  0 2208  0 
 0 95 262  0  1  0 697  0  0 74  0  0 14  6  0  0  0  0  0  0 
16  0  8  0  0  0 1544 1845 68 12  0  0  1  0  0  0  0  1  0 2060 
 0  5  0  0  3 67 86  0 16  0  0  3  0  0  0  0  1  0  0  1 
 0  0  1  0 49  1  1  0  0  1  0  0  0 258 2208  0  0  0  0  2 
 0 19638  0  0  0 23  0  0  0 36  0  0  2 1145  0  0 2060  1  2  0 
