20 2

 0 93 133 101 112 112 141 65 59 57 53 36 47 142 45 47 49 128 76 41 
93  0 177  8 157 57 146 68 66 136 146 78 87 118 105 87 81 103 168 60 
133 177  0 185 21 143 65 109 112 85 141 111 98 107 89 98 101 107 119 127 
101  8 185  0 165 60 152 76 74 144 153 86 95 123 113 95 89 108 176 68 
112 157 21 165  0 127 63 89 92 66 123 89 76 99 67 76 79 96 105 105 
112 57 143 60 127  0 97 53 56 132 163 81 80 63 99 80 73 49 174 70 
141 146 65 152 63 97  0 89 94 117 171 108 95 44 99 95 94 51 161 116 
65 68 109 76 89 53 89  0  6 79 112 29 26 79 46 26 20 63 121 28 
59 66 112 74 92 56 94  6  0 77 107 24 24 85 43 24 18 70 117 21 
57 136 85 144 66 132 117 79 77  0 57 57 52 135 33 52 59 125 46 75 
53 146 141 153 123 163 171 112 107 57  0 82 87 183 74 87 92 170 36 93 
36 78 111 86 89 81 108 29 24 57 82  0 14 106 27 14 14 92 94 18 
47 87 98 95 76 80 95 26 24 52 87 14  0 97 19  0  6 83 94 29 
142 118 107 123 99 63 44 79 85 135 183 106 97  0 109 97 93 16 181 107 
45 105 89 113 67 99 99 46 43 33 74 27 19 109  0 19 25 97 76 45 
47 87 98 95 76 80 95 26 24 52 87 14  0 97 19  0  6 83 94 29 
49 81 101 89 79 73 94 20 18 59 92 14  6 93 25  6  0 79 100 26 
128 103 107 108 96 49 51 63 70 125 170 92 83 16 97 83 79  0 171 91 
76 168 119 176 105 174 161 121 117 46 36 94 94 181 76 94 100 171  0 110 
41 60 127 68 105 70 116 28 21 75 93 18 29 107 45 29 26 91 110  0 

 0  0 10 5743  9 13  0  0 14 215 366 2817 2335  0  4  4 9326  1  0 61 
 0  0  8 64 147 73 180 3108  1  3  1 19  0  0 641 80  0  3  1 12 
10  8  0  0 11 5888  0  0  5  0  3 3266 47  1 46 1542 2618  0  1  0 
5743 64  0  0 31 12  2  0 73 1434  0 826 4392 162 2400 139  6  4 53 75 
 9 147 11 31  0  0  0  1 2883 1013 5788  0  1  0  6  0 389  0 13 10 
13 73 5888 12  0  0  0 19 54  2  0 851 1924  0 151  6 203 32 1152 170 
 0 180  0  2  0  0  0 464 1891 37  0  0  1  3 22  0 30 47 85 1641 
 0 3108  0  0  1 19 464  0  0  1 3987  0 89 1083  0 196 150 7058  0  0 
14  1  5 73 2883 54 1891  0  0 568  1  4 1060  0  0 91 406  4  2  0 
215  3  0 1434 1013  2 37  1 568  0 2378  0 26  0 1208 202  0  0  0  1 
366  1  3  0 5788  0  0 3987  1 2378  0  2 8728 546  0 117  0 1194  3  0 
2817 19 3266 826  0 851  0  0  4  0  2  0  0 76  0  3 773 15 72  0 
2335  0 47 4392  1 1924  1 89 1060 26 8728  0  0 80  0  7 8469 865 3723  0 
 0  0  1 162  0  0  3 1083  0  0 546 76 80  0 4413  0  0  0 1912 293 
 4 641 46 2400  6 151 22  0  0 1208  0  0  0 4413  0  2 291 3377 6705 469 
 4 80 1542 139  0  6  0 196 91 202 117  3  7  0  2  0 2721 108  2  0 
9326  0 2618  6 389 203 30 150 406  0  0 773 8469  0 291 2721  0 411  0 22 
 1  3  0  4  0 32 47 7058  4  0 1194 15 865  0 3377 108 411  0  0 291 
 0  1  1 53 13 1152 85  0  2  0  3 72 3723 1912 6705  2  0  0  0  1 
61 12  0 75 10 170 1641  0  0  1  0  0  0 293 469  0 22 291  1  0 

 0 1763 27  3 27  0 251  3 15  8  0  0  0 53 94 369  0 16 26 86 
1763  0 12 90 105 38 14  0  5  1  6  0 263 67 60  0  0 20 552  0 
27 12  0  2 10  0  7 5888 98 144 265  0 26  6  0  0  4  7 650  0 
 3 90  2  0  0 129  7 86 65 28 131  6  5  0  0  9  7  7  1  9 
27 105 10  0  0 144 1186  0 18  0 46  1 364 1707  8 26  0 86 387 280 
 0 38  0 129 144  0 2202 29  0  0 43  9 35 21 19 45  3 111 15  0 
251 14  7  7 1186 2202  0 27  0  0 4049 58 42 31  6 579  0  2  0  1 
 3  0 5888 86  0 29 27  0 960 28  0 13  0  0 20  4 164  0 46 6761 
15  5 98 65 18  0  0 960  0 18  0 181 18 166 29  0  0  0  8 11 
 8  1 144 28  0  0  0 28 18  0  6 805  2 127 80 145 2304 194  7  0 
 0  6 265 131 46 43 4049  0  0  6  0 571  4  1 101 119  4 78 227 277 
 0  0  0  6  1  9 58 13 181 805 571  0 72 19 31 855  0  4  0 2148 
 0 263 26  5 364 35 42  0 18  2  4 72  0 17 78 15 13  0  0 125 
53 67  6  0 1707 21 31  0 166 127  1 19 17  0  1 1820  7 2621  0  0 
94 60  0  0  8 19  6 20 29 80 101 31 78  1  0  1  0  0  0  1 
369  0  0  9 26 45 579  4  0 145 119 855 15 1820  1  0  9  3 43 21 
 0  0  4  7  0  3  0 164  0 2304  4  0 13  7  0  9  0  0 411  3 
16 20  7  7 86 111  2  0  0 194 78  4  0 2621  0  3  0  0  5 31 
26 552 650  1 387 15  0 46  8  7 227  0  0  0  0 43 411  5  0 31 
86  0  0  9 280  0  1 6761 11  0 277 2148 125  0  1 21  3 31 31  0 
