;; items: 1000;   objectives: 1;   slack: 1.5

1000
5297739

  14068   8555
  13610  14301
  10104  13079
  14433  13839
  14437  10304
  11822   9069
  13783   6528
  10248  11170
  12657  10905
  13752  14453
  14080  13853
  11440  10686
  14486   5162
  14998   6034
  11149   9266
  13102  11409
  10409   5181
  13687   7190
  11398   5284
  13820   9255
  12707   6308
  13329   8941
  14899  10199
  10506   6204
  12558   9534
  11986  12845
  11036  12251
  13299   5595
  14700   9690
  10061  10446
  10375   8066
  12426  13569
  14838   5992
  12922  10219
  10402   7541
  14481   8310
  11942  12764
  11023  10308
  11926   7769
  10583  13003
  14579   6319
  13622   8253
  12723   9748
  14595  14575
  11180   9877
  10684   5160
  11255  13807
  11931   9088
  14484  13805
  13738   9544
  14471  12781
  11772   5854
  13540   6110
  12775   5486
  13740  14920
  10998  11458
  11532  11776
  11337  11590
  10122  14306
  11533   8139
  10361   8552
  11277  10136
  14283   5878
  12033  12517
  11111   8000
  11877   7162
  10747  14889
  13318   5551
  13762   5583
  14075   5139
  10787  11916
  13543  11198
  13225   8101
  10759  14921
  14221  11026
  10889   6773
  14915   8198
  13824   6244
  13177  13014
  14394   7435
  13806   8449
  14416   9601
  14842  10142
  12502   9995
  10829   9428
  10642   8362
  12665   5462
  11747  14535
  13501  12180
  14365  14416
  11266  11525
  14301   6647
  11050   5268
  13944  12018
  10595  11303
  13762  12403
  11606   5813
  11709   8463
  14482   6908
  12326   7132
  12347  13266
  10272   5725
  12976   5712
  12739   8458
  12843   5720
  13685  10948
  14463   6798
  11412   6459
  10996   9910
  10214  10971
  13040   6525
  10057  12503
  12587  11058
  13441  11774
  13133   6713
  12572   5397
  13589  11917
  14685  12077
  11945  13232
  14750   6948
  14529   5368
  10649  14488
  11036  13811
  11364   5235
  14964   5046
  12372   9370
  11213  13593
  14101  10723
  14741  13102
  14655  13751
  14285  10152
  12553  14003
  12000  12410
  14789  10082
  10581  13720
  13927  13440
  11546   8873
  10701   6129
  12882  12668
  12365   8406
  10196   8388
  10604   8074
  14112  13627
  11112   6537
  10148   8181
  12139   5053
  14327  12213
  12533  10089
  11278  13816
  13903   9436
  12380  14355
  10433   5806
  10253  12844
  13242   5358
  12586  11493
  14123   5069
  13550  10953
  14097  11052
  10394  13177
  10954   6887
  12334  10452
  13392  10234
  12986   7485
  13709   7748
  10153  10400
  13162   8429
  11812  13902
  11003   5047
  14637   9679
  13178   5097
  10327  11659
  14729  11947
  13505   5273
  12727  11589
  13331  13011
  13392  12931
  14419  12002
  13109   8152
  10358  11483
  10667   9075
  12126  10676
  14747  14315
  13161  12407
  10424  13998
  11334  11259
  11657  14298
  10435   8128
  10723   7643
  11496   8249
  11835   9223
  13617   6866
  12650   9039
  11384   5831
  11549   8843
  13317   9967
  12177   6617
  14546   5844
  13632   7525
  13926  10599
  12911  11340
  13720  13272
  10808   6944
  14781   6171
  12353  12233
  13721   9108
  10430  10012
  12767   8551
  11087   6574
  11726  13398
  11188   5703
  12914   9406
  13177  13488
  14838   9557
  10265  11521
  11865   9806
  11029   7391
  13071   8557
  10881   5213
  12875   6855
  14885   6630
  11777   6638
  12129  14710
  14153   9734
  10843  13829
  11992   7759
  14042   7160
  11168   5905
  13368  13837
  11755  12647
  13738   6568
  14197  11295
  11317  12230
  14340  11859
  13149   7284
  10049   5691
  12860  14438
  12109   9799
  14896   7625
  12969   5022
  14665  12041
  13846  10378
  13577   7220
  11285  12098
  14993   6276
  11715  12885
  11909  10008
  11045  14576
  11845   5911
  12048   5701
  12602   6915
  11149  11176
  12838  14881
  11362   5223
  13779   6193
  14005  14451
  12580  13262
  11752   9653
  12786   9483
  12369  12454
  11967   6518
  12218   8696
  11646  12604
  13535  13642
  14272   7368
  12305   6065
  11015   5495
  14035   7660
  10431   8779
  12975  12335
  11738   8624
  10551   5616
  14437  14218
  12990   7265
  14687   8785
  14696  14252
  14643   7154
  10432  10696
  13042   5794
  10519   8497
  11819  12645
  13099   7073
  10165  14818
  12646   9524
  13751   5429
  13308  10870
  12583   5065
  13713   8865
  10643  10274
  14616   5131
  14136   7487
  10435  12175
  14945  13065
  14384  12755
  12817   6219
  14098   7939
  12040   8318
  11045  14109
  13647  12552
  13526   5962
  13558  14655
  12588  14344
  10080  14075
  10820  11094
  10886   6240
  13850   7274
  13427  11311
  12752   7662
  12393  13466
  12912  13254
  14622   7528
  14348   6099
  12885   6652
  12295   5168
  10157   6216
  14171   7962
  12617   6739
  11448   8822
  12761   5867
  11521   8010
  14864   6753
  10427  14321
  10600  11540
  13869  11419
  12547  14103
  10163   7180
  10697  10258
  12314  12037
  10815  11952
  10207   7471
  13753   5949
  11903  14771
  11967   9345
  10621   5573
  12484  11465
  11626   8191
  14600  11807
  10128   7046
  11579  12511
  14254   8662
  11242  10603
  14604  13786
  12318   8603
  11352   5671
  14055   9719
  10035  10481
  10840   7447
  13461   6967
  13127   5891
  13041   7044
  10378   5801
  10813   8002
  11981   9099
  12360  11392
  12570   7421
  10963   7831
  13099  14385
  14098  10410
  14498   5578
  13038   7962
  13048   6050
  10412   8701
  12958   5968
  14234   9133
  13639  14805
  10796   9918
  11143  14217
  12713  10947
  14304   6368
  12435  13806
  12691   5130
  13733  10456
  14675  10134
  10468   9548
  10870  11337
  13737   5984
  11779  10323
  12222   8284
  10589  10274
  10134   7916
  11418   8962
  10228  10454
  12649  13561
  12593  13749
  13519  10143
  11806  13284
  14632   7087
  12221  12362
  14282  12421
  13981   8496
  14120  10263
  13982  11210
  13537  12181
  12941   8684
  14138   8904
  12192   9630
  12267  12780
  11808  10288
  13582  13745
  14955  13312
  11546   9029
  13727  12091
  10795  12459
  11902   9587
  14821  14170
  13049  11296
  10160  12132
  13577   7230
  13551  12046
  14137   5414
  14633   9750
  12487   6526
  13674   9096
  14240  11585
  11107   8581
  13061   6223
  14933  12053
  12564   6285
  14654  14902
  14106  12196
  12217  12162
  13124   9938
  11847  13354
  14645  10318
  11123  12876
  14980  10837
  12441  10469
  14661   8972
  11728  11312
  13713  14582
  10284   5416
  14384  13721
  12806   8048
  14530   5308
  11003   8826
  14248   8601
  10568  14725
  14497  12742
  13149  13439
  13337   9456
  12134   7828
  11822  11725
  11518  10455
  13482   6122
  11759   6052
  11447   7914
  13028   5476
  13397  12461
  13296   7876
  11873   9916
  12829   9960
  13864   7050
  10144  13416
  10454  12578
  11181  10682
  12331   7052
  14704  10051
  11001  13562
  12275  14867
  14315  12974
  11673   9378
  11168  10920
  14881   7795
  13383   9900
  11646   7358
  13291  12529
  10138  13153
  12877  11801
  10788   6278
  10883   8578
  12277   9735
  10581   7684
  13167  11339
  14473  10559
  10631   9528
  13114   5673
  12620   7366
  11190  13493
  12011   5778
  13991  13321
  11081  14650
  12893  11707
  14336   8962
  11443   6433
  13299  10247
  10502   8020
  11720   8878
  13930  13797
  13085   9408
  13632  10085
  12547   8703
  13540   9724
  11713   6246
  13199  11207
  11435  10326
  12534  10299
  14427  11321
  11406  11647
  10524  10988
  12485  10576
  14880  12126
  10333   5413
  11437   8086
  13687  12559
  10171   9868
  12118  14496
  10361  14535
  12613   9814
  12681   8451
  11048  10673
  14764   8072
  14681  13707
  12585  12926
  14053  11179
  14816   6584
  11305   6294
  14961   6567
  13065   5185
  10747   5007
  10709   5944
  14941   9968
  12401   5595
  10788  12492
  14118  14064
  12761  11937
  14197  10061
  11410  10728
