;; items: 1000;   objectives: 1;   slack: 0.3

1000
1468476

  13416  12426
  10639   5224
  13983  10930
  12057  12354
  14371   9030
  14248   6164
  12517  13869
  10342   8594
  12141  12699
  10211   9930
  11420  14548
  14148   9161
  12912   5879
  14596   7710
  10347   7610
  13085   7715
  12975   7009
  10786   7243
  10978  11843
  12758  11495
  10174   8297
  10300   8034
  10081   6853
  12262   7061
  14521   9602
  11560  11817
  10686   6211
  13425  12277
  13588  10437
  13359  13433
  11034   6343
  14320  11784
  12796   9634
  12139   9928
  14162  12974
  13973   5600
  12666   8678
  12448  10154
  12489  14189
  10982  11016
  13153   5025
  14842  13943
  11796  12912
  14323   6358
  14413   6117
  11752  10192
  13410  10187
  13055   7039
  12961  11958
  10423   9430
  14815   9800
  12402  12876
  13195  14782
  13897  11052
  11552  12693
  13606  12777
  14983   5233
  10276   6281
  11377  14404
  10390  14388
  11504   7997
  10923   7178
  11971   8750
  11535  10490
  10361  13308
  14275   7492
  10632   5010
  11567  14195
  10868   8001
  14678   8599
  12795  14570
  11422  12912
  11407  14710
  10540  14217
  10120   8184
  14156  13369
  10240  13886
  12036   6729
  13114   8477
  13250   8125
  12248   5039
  13513   5991
  11616   8851
  12885   7128
  14032   6525
  11998   7043
  10850  10021
  14453  13641
  11747   6856
  14198   7025
  12459   5804
  11370  10368
  14384   7059
  11315   9070
  11918   6901
  13062  13791
  12016  14298
  12083   9175
  11378   7008
  12591   6388
  11983   7367
  11676  14693
  13147   9145
  11554   7484
  10951  12832
  14240  13887
  10887   5797
  10625   5499
  14439   6414
  12934   5323
  10800  13321
  10121  10340
  13351   9979
  11403  13885
  11780   8238
  10223  10724
  12576  12326
  10077   8692
  12054  12223
  13331   5358
  12185   6169
  13271   7077
  12218   9503
  10465   7200
  12126  12247
  13086  14174
  11443   8345
  11608   9106
  10401  10304
  14938  13007
  11213   7003
  10633  13556
  12437   9019
  13278   6286
  13511   5026
  14238  10846
  14060  14406
  11316   6360
  10006  14758
  11167  11413
  12470   9309
  13884  12005
  10634  14740
  10490  13581
  10823  10287
  11479   8084
  13943   5412
  13061   8627
  10548   7024
  12394  13787
  12034   5990
  12456  12222
  11138  14300
  11297  13795
  10379  11903
  14896   7986
  14559  13462
  11468   9739
  12798  12529
  12443  11525
  10149   8939
  10585  11123
  12119   8195
  12086  12315
  14210   8309
  11430  10018
  10070   5933
  11423   8949
  11977   7437
  14593  10757
  12827  14424
  12101   7142
  11974   5980
  11507   6951
  14111   8812
  10442  10191
  14344   6559
  11969   8885
  13363   7966
  10274  13879
  13254   8991
  13361   8924
  12943   6798
  14199  11694
  12906  14082
  11595  13167
  10712   8283
  12685   5515
  11028   7599
  12713   8788
  13015  13238
  14399   6939
  12178  14182
  14204   9341
  13589   5459
  14444   9482
  13347   5332
  14551  12431
  11825  14337
  14212  10029
  11646  14751
  14923  14265
  13225   6060
  14859   5742
  11486  13186
  13559   9449
  10605  14913
  14517   8277
  12132   9466
  14068  11953
  14349   6578
  11992  12762
  11767  10600
  13211  13461
  12170   7733
  12996   9253
  14943  14058
  14155  10042
  13171  12281
  10289  11890
  10395   7177
  11618  12358
  10427  10814
  10299  11874
  11864  14737
  13664   5008
  12420   8802
  11053  10017
  12937  11272
  10005   6676
  14131   7952
  11340  11069
